service_id,date,exception_type
21-MAR_WK,20210426,1
21-MAR_WK,20210427,1
21-MAR_WK,20210428,1
21-MAR_WK,20210429,1
21-MAR_WK,20210430,1
21-MAR_SAT,20210501,1
21-MAR_SUN,20210502,1
21-MAR_WK,20210503,1
21-MAR_WK,20210504,1
21-MAR_WK,20210505,1
21-MAR_WK,20210506,1
21-MAR_WK,20210507,1
21-MAR_SAT,20210508,1
21-MAR_SUN,20210509,1
21-MAR_WK,20210510,1
21-MAR_WK,20210511,1
21-MAR_WK,20210512,1
21-MAR_WK,20210513,1
21-MAR_WK,20210514,1
21-MAR_SAT,20210515,1
21-MAR_SUN,20210516,1
21-MAR_WK,20210517,1
21-MAR_WK,20210518,1
21-MAR_WK,20210519,1
21-MAR_WK,20210520,1
21-MAR_WK,20210521,1
21-MAR_SAT,20210522,1
21-MAR_SUN,20210523,1
21-MAR_WK,20210524,1
21-MAR_WK,20210525,1
21-MAR_WK,20210526,1
21-MAR_WK,20210527,1
21-MAR_WK,20210528,1
21-MAR_SAT,20210529,1
21-MAR_SUN,20210530,1
21-MAR_SUN,20210531,1
21-MAR_WK,20210601,1
21-MAR_WK,20210602,1
21-MAR_WK,20210603,1
21-MAR_WK,20210604,1
21-MAR_SAT,20210605,1
21-JUN_WK,20210606,1
21-JUN_WK,20210607,1
21-JUN_WK,20210608,1
