shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
20225,39.797398,-86.151681,170004
20225,39.797402,-86.151400,170005
20225,39.797404,-86.151203,170006
20225,39.797408,-86.150883,170007
20225,39.797415,-86.150215,170008
20225,39.797419,-86.149801,170009
20225,39.797422,-86.149745,170010
20225,39.797425,-86.149721,170011
20225,39.797425,-86.149721,180001
20225,39.797429,-86.149690,180002
20225,39.797440,-86.149636,180003
20225,39.797455,-86.149584,180004
20225,39.797483,-86.149509,180005
20225,39.797555,-86.149320,180006
20225,39.797572,-86.149266,180007
20225,39.797584,-86.149209,180008
20225,39.797592,-86.149151,180009
20225,39.797595,-86.149093,180010
20225,39.797599,-86.148742,180011
20225,39.797606,-86.148196,180012
20225,39.797606,-86.148196,190001
20225,39.797610,-86.147952,190002
20225,39.797620,-86.147162,190003
20225,39.797626,-86.146738,190004
20225,39.797629,-86.146516,190005
20225,39.797629,-86.146516,200001
20225,39.797631,-86.146372,200002
20225,39.797641,-86.145582,200003
20225,39.797647,-86.145183,200004
20225,39.797651,-86.144900,200005
20225,39.797655,-86.144756,200006
20225,39.797991,-86.144757,200007
20225,39.797991,-86.144757,210001
20225,39.799425,-86.144761,210002
20225,39.801167,-86.144769,210003
20225,39.801167,-86.144769,220001
20225,39.801248,-86.144770,220002
20225,39.802929,-86.144779,220003
20225,39.802929,-86.144779,230001
20225,39.803004,-86.144779,230002
20225,39.803073,-86.144776,230003
20225,39.803143,-86.144771,230004
20225,39.804255,-86.144779,230005
20225,39.805438,-86.144787,230006
20225,39.805999,-86.144792,230007
20225,39.806784,-86.144798,230008
20225,39.806787,-86.144798,230009
20225,39.806787,-86.144798,240001
20225,39.806883,-86.144794,240002
20225,39.806982,-86.144790,240003
20225,39.807780,-86.144794,240004
20225,39.807832,-86.144796,240005
20225,39.807884,-86.144800,240006
20225,39.808383,-86.144852,240007
20225,39.808539,-86.144873,240008
20225,39.808668,-86.144896,240009
20225,39.808766,-86.144728,240010
20225,39.808828,-86.144626,240011
20225,39.808894,-86.144528,240012
20225,39.808964,-86.144434,240013
20225,39.809036,-86.144345,240014
20225,39.809112,-86.144260,240015
20225,39.809206,-86.144167,240016
20225,39.809303,-86.144080,240017
20225,39.809404,-86.144001,240018
20225,39.809508,-86.143929,240019
20225,39.809615,-86.143865,240020
20225,39.809725,-86.143809,240021
20225,39.809837,-86.143761,240022
20225,39.809951,-86.143721,240023
20225,39.810066,-86.143690,240024
20225,39.810183,-86.143666,240025
20225,39.810300,-86.143652,240026
20225,39.810378,-86.143648,240027
20225,39.810386,-86.143481,240028
20225,39.810397,-86.143339,240029
20225,39.810412,-86.143199,240030
20225,39.810429,-86.143060,240031
20225,39.810604,-86.141828,240032
20225,39.810616,-86.141731,240033
20225,39.810625,-86.141633,240034
20225,39.810859,-86.141643,240035
20225,39.811004,-86.141629,240036
20225,39.811004,-86.141629,250001
20225,39.811231,-86.141607,250002
20225,39.811928,-86.141437,250003
20225,39.813101,-86.141150,250004
20225,39.813101,-86.141150,260001
20225,39.813228,-86.141120,260002
20225,39.814272,-86.140865,260003
20225,39.814272,-86.140865,270001
20225,39.814551,-86.140796,270002
20225,39.814695,-86.140734,270003
20225,39.814933,-86.140445,270004
20225,39.815279,-86.139909,270005
20225,39.815452,-86.139292,270006
20225,39.815452,-86.139292,280001
20225,39.815489,-86.139161,280002
20225,39.815504,-86.139103,280003
20225,39.815515,-86.139045,280004
20225,39.815527,-86.138987,280005
20225,39.815542,-86.138929,280006
20225,39.815734,-86.138270,280007
20225,39.815768,-86.138152,280008
20225,39.815896,-86.137720,280009
20225,39.815896,-86.137720,290001
20225,39.815961,-86.137499,290002
20225,39.816378,-86.136064,290003
20225,39.816388,-86.136031,290004
20225,39.816388,-86.136031,300001
20225,39.816604,-86.135293,300002
20225,39.816942,-86.135137,300003
20225,39.817256,-86.134975,300004
20225,39.817919,-86.134601,300005
20225,39.817919,-86.134601,310001
20225,39.817958,-86.134579,310002
20225,39.817969,-86.134574,310003
20225,39.817982,-86.134571,310004
20225,39.817994,-86.134571,310005
20225,39.818006,-86.134573,310006
20225,39.818018,-86.134577,310007
20225,39.818030,-86.134584,310008
20225,39.818032,-86.134082,310009
20225,39.818034,-86.133347,310010
20225,39.818037,-86.132773,310011
20225,39.818037,-86.132773,320001
20225,39.818037,-86.132614,320002
20225,39.818040,-86.131877,320003
20225,39.818042,-86.131282,320004
20225,39.818042,-86.131282,330001
20225,39.818043,-86.131145,330002
20225,39.818052,-86.129803,330003
20225,39.818052,-86.129803,340001
20225,39.818053,-86.129657,340002
20225,39.818058,-86.128915,340003
20225,39.818063,-86.128173,340004
20225,39.818065,-86.127921,340005
20225,39.818065,-86.127921,350001
20225,39.818072,-86.126946,350002
20225,39.818075,-86.126411,350003
20225,39.818078,-86.125982,350004
20225,39.818078,-86.125982,360001
20225,39.818080,-86.125718,360002
20225,39.818090,-86.124235,360003
20225,39.818090,-86.124235,370001
20225,39.818091,-86.124060,370002
20225,39.818100,-86.122868,370003
20225,39.818108,-86.121672,370004
20225,39.818109,-86.121175,370005
20225,39.818109,-86.121175,380001
20225,39.818112,-86.120260,380002
20225,39.818112,-86.120260,390001
20225,39.818113,-86.120081,390002
20225,39.818116,-86.118938,390003
20225,39.818118,-86.118372,390004
20225,39.818118,-86.118349,390005
20225,39.818118,-86.118349,400001
20225,39.818123,-86.116896,400002
20225,39.818123,-86.116896,410001
20225,39.818123,-86.116716,410002
20225,39.818128,-86.115191,410003
20225,39.818128,-86.115191,420001
20225,39.818128,-86.115061,420002
20225,39.818133,-86.113405,420003
20225,39.818137,-86.112364,420004
20225,39.818137,-86.112364,430001
20225,39.818137,-86.112189,430002
20225,39.818146,-86.109899,430003
20225,39.818147,-86.109737,430004
20225,39.818147,-86.109737,440001
20225,39.818147,-86.109528,440002
20225,39.818151,-86.108548,440003
20225,39.818151,-86.108548,450001
20225,39.818152,-86.108384,450002
20225,39.818155,-86.107572,450003
20225,39.818157,-86.107044,450004
20225,39.818157,-86.107044,460001
20225,39.818157,-86.107044,460002
20225,39.818162,-86.105718,460003
20225,39.818166,-86.104515,460004
20225,39.818166,-86.104515,470001
20225,39.818167,-86.104302,470002
20225,39.818170,-86.103501,470003
20225,39.818173,-86.102877,470004
20225,39.818173,-86.102877,480001
20225,39.818173,-86.102682,480002
20225,39.818187,-86.101412,480003
20225,39.818198,-86.100297,480004
20225,39.818198,-86.100297,490001
20225,39.818199,-86.100163,490002
20225,39.818211,-86.099045,490003
20225,39.818221,-86.098075,490004
20225,39.818221,-86.098075,500001
20225,39.818222,-86.097918,500002
20225,39.818235,-86.096676,500003
20225,39.818248,-86.095356,500004
20225,39.818248,-86.095356,510001
20225,39.818250,-86.095191,510002
20225,39.818253,-86.094915,510003
20225,39.818265,-86.093772,510004
20225,39.818276,-86.092704,510005
20225,39.818276,-86.092704,520001
20225,39.818277,-86.092604,520002
20225,39.818292,-86.091134,520003
20225,39.818299,-86.090403,520004
20225,39.818299,-86.090403,530001
20225,39.818301,-86.090179,530002
20225,39.818314,-86.088957,530003
20225,39.818324,-86.087898,530004
20225,39.818324,-86.087898,540001
20225,39.818326,-86.087733,540002
20225,39.818340,-86.086370,540003
20225,39.818352,-86.085135,540004
20225,39.818352,-86.085135,550001
20225,39.818354,-86.085007,550002
20225,39.818368,-86.083630,550003
20225,39.818367,-86.083191,550004
20225,39.818367,-86.083191,560001
20225,39.818365,-86.081908,560002
20225,39.818363,-86.080354,560003
20225,39.818363,-86.080354,570001
20225,39.818362,-86.080184,570002
20225,39.818360,-86.078900,570003
20225,39.818360,-86.078457,570004
20225,39.818359,-86.077872,570005
20225,39.818359,-86.077872,580001
20225,39.818359,-86.077718,580002
20225,39.818357,-86.076534,580003
20225,39.818351,-86.073316,580004
20225,39.818351,-86.073316,590001
20225,39.818351,-86.072994,590002
20225,39.818347,-86.071818,590003
20225,39.818341,-86.069485,590004
20225,39.818338,-86.067986,590005
20225,39.818338,-86.067986,600001
20225,39.818330,-86.064707,600002
20225,39.818332,-86.064220,600003
20225,39.818332,-86.064220,610001
20225,39.818357,-86.058631,610002
20225,39.818357,-86.058631,620001
20225,39.818373,-86.054950,620002
20225,39.818373,-86.054950,630001
20225,39.818382,-86.052789,630002
20225,39.818382,-86.052789,640001
20225,39.818383,-86.052611,640002
20225,39.818385,-86.052317,640003
20225,39.818389,-86.051200,640004
20225,39.818390,-86.051034,640005
20225,39.818390,-86.051034,650001
20225,39.818410,-86.046427,650002
20225,39.818410,-86.046427,660001
20225,39.818413,-86.045741,660002
20225,39.816683,-86.045721,660003
20225,39.816053,-86.045713,660004
20225,39.816053,-86.045713,670001
20225,39.815858,-86.045711,670002
20225,39.813745,-86.045685,670003
20225,39.813745,-86.045685,680001
20225,39.811675,-86.045660,680002
20225,39.811073,-86.045653,680003
20225,39.811072,-86.044510,680004
20225,39.811072,-86.044510,690001
20225,39.811069,-86.041498,690002
20225,39.811068,-86.040235,690003
20225,39.811068,-86.040097,690004
20225,39.811068,-86.040097,700001
20225,39.811067,-86.038906,700002
20225,39.811065,-86.036182,700003
20225,39.811066,-86.035845,700004
20225,39.811067,-86.035630,700005
20225,39.811068,-86.035239,700006
20225,39.811069,-86.035017,700007
20225,39.811069,-86.035017,710001
20225,39.811070,-86.034836,710002
20225,39.811079,-86.032878,710003
20225,39.811083,-86.032691,710004
20225,39.811093,-86.032505,710005
20225,39.811110,-86.032318,710006
20225,39.811124,-86.032186,710007
20225,39.811142,-86.031996,710008
20225,39.811144,-86.031949,710009
20225,39.811144,-86.031949,720001
20225,39.811152,-86.031804,720002
20225,39.811156,-86.031613,720003
20225,39.811157,-86.030938,720004
20225,39.811155,-86.030790,720005
20225,39.811149,-86.030643,720006
20225,39.811139,-86.030496,720007
20225,39.811110,-86.030126,720008
20225,39.811099,-86.029970,720009
20225,39.811098,-86.029939,720010
20225,39.811098,-86.029939,730001
20225,39.811094,-86.029815,730002
20225,39.811092,-86.029669,730003
20225,39.811103,-86.027042,730004
20225,39.811106,-86.026946,730005
20225,39.811114,-86.026851,730006
20225,39.811127,-86.026757,730007
20225,39.811142,-86.026657,730008
20225,39.811151,-86.026556,730009
20225,39.811155,-86.026454,730010
20225,39.811157,-86.026273,730011
20225,39.811157,-86.026273,740001
20225,39.811186,-86.024150,740002
20225,39.811186,-86.024150,750001
20225,39.811252,-86.019307,750002
20225,39.811261,-86.018523,750003
20225,39.811261,-86.018523,760001
20225,39.811265,-86.018186,760002
20225,39.811313,-86.014180,760003
20225,39.811313,-86.014180,770001
20225,39.811315,-86.014022,770002
20225,39.811339,-86.011949,770003
20225,39.811339,-86.011949,780001
20225,39.811354,-86.010710,780002
20225,39.811366,-86.009731,780003
20225,39.811834,-86.009738,780004
20225,39.811834,-86.009738,790001
20225,39.815286,-86.009793,790002
20225,39.816638,-86.009815,790003
20225,39.816633,-86.009992,790004
20225,39.816631,-86.010394,790005
20225,39.816631,-86.010394,800001
20225,39.816617,-86.012930,800002
20225,39.816604,-86.015268,800003
20225,39.816604,-86.015268,810001
20225,39.816603,-86.015474,810002
20225,39.816595,-86.016818,810003
20225,39.816590,-86.017572,810004
20225,39.816587,-86.017802,810005
20225,39.816587,-86.017802,820001
20225,39.816584,-86.018019,820002
20225,39.816548,-86.020562,820003
20225,39.816521,-86.022536,820004
20226,39.766251,-86.154347,10001
20226,39.766255,-86.154500,10002
20226,39.766274,-86.154491,10003
20226,39.766541,-86.154489,10004
20226,39.766570,-86.154480,10005
20226,39.767002,-86.154476,10006
20226,39.767738,-86.154443,10007
20226,39.768439,-86.154421,10008
20226,39.768778,-86.154408,10009
20226,39.768778,-86.154408,20001
20226,39.769139,-86.154394,20002
20226,39.769832,-86.154366,20003
20226,39.770533,-86.154339,20004
20226,39.771044,-86.154318,20005
20226,39.771044,-86.154318,30001
20226,39.771232,-86.154310,30002
20226,39.771456,-86.154302,30003
20226,39.771929,-86.154284,30004
20226,39.772384,-86.154267,30005
20226,39.772384,-86.154267,40001
20226,39.772630,-86.154258,40002
20226,39.773333,-86.154231,40003
20226,39.773640,-86.154219,40004
20226,39.773749,-86.154214,40005
20226,39.773749,-86.154214,50001
20226,39.774028,-86.154204,50002
20226,39.774728,-86.154176,50003
20226,39.775425,-86.154149,50004
20226,39.775409,-86.153456,50005
20226,39.775404,-86.153242,50006
20226,39.775387,-86.152498,50007
20226,39.775385,-86.152337,50008
20226,39.775509,-86.152331,50009
20226,39.775871,-86.152317,50010
20226,39.775871,-86.152317,60001
20226,39.776689,-86.152286,60002
20226,39.777255,-86.152266,60003
20226,39.777770,-86.152246,60004
20226,39.777770,-86.152246,70001
20226,39.777868,-86.152242,70002
20226,39.778271,-86.152219,70003
20226,39.778429,-86.152213,70004
20226,39.778721,-86.152204,70005
20226,39.778958,-86.152196,70006
20226,39.778958,-86.152196,80001
20226,39.779035,-86.152194,80002
20226,39.779594,-86.152176,80003
20226,39.780095,-86.152160,80004
20226,39.780596,-86.152144,80005
20226,39.780847,-86.152135,80006
20226,39.780847,-86.152135,90001
20226,39.781026,-86.152129,90002
20226,39.781051,-86.152130,90003
20226,39.781075,-86.152134,90004
20226,39.781086,-86.152136,90005
20226,39.781100,-86.152137,90006
20226,39.781124,-86.152138,90007
20226,39.781525,-86.152124,90008
20226,39.781912,-86.152111,90009
20226,39.781934,-86.152112,90010
20226,39.781956,-86.152116,90011
20226,39.781977,-86.152123,90012
20226,39.781990,-86.152128,90013
20226,39.781997,-86.152133,90014
20226,39.782020,-86.152142,90015
20226,39.782041,-86.152148,90016
20226,39.782063,-86.152152,90017
20226,39.782085,-86.152154,90018
20226,39.782828,-86.152159,90019
20226,39.782828,-86.152159,100001
20226,39.783008,-86.152160,100002
20226,39.783214,-86.152162,100003
20226,39.784376,-86.152170,100004
20226,39.784376,-86.152170,110001
20226,39.784479,-86.152171,110002
20226,39.785510,-86.152179,110003
20226,39.787006,-86.152190,110004
20226,39.787391,-86.152193,110005
20226,39.787391,-86.152193,120001
20226,39.787479,-86.152194,120002
20226,39.787951,-86.152198,120003
20226,39.788354,-86.152200,120004
20226,39.788370,-86.152202,120005
20226,39.788386,-86.152207,120006
20226,39.788401,-86.152215,120007
20226,39.788414,-86.152227,120008
20226,39.788426,-86.152241,120009
20226,39.788438,-86.152256,120010
20226,39.788452,-86.152267,120011
20226,39.788467,-86.152276,120012
20226,39.788482,-86.152281,120013
20226,39.788498,-86.152283,120014
20226,39.788682,-86.152286,120015
20226,39.788682,-86.152286,130001
20226,39.789181,-86.152297,130002
20226,39.790148,-86.152316,130003
20226,39.790692,-86.152327,130004
20226,39.790692,-86.152327,140001
20226,39.791003,-86.152333,140002
20226,39.791695,-86.152348,140003
20226,39.792562,-86.152365,140004
20226,39.792631,-86.152365,140005
20226,39.792700,-86.152363,140006
20226,39.792996,-86.152364,140007
20226,39.792996,-86.152364,150001
20226,39.793878,-86.152366,150002
20226,39.795728,-86.152373,150003
20226,39.795728,-86.152373,160001
20226,39.795798,-86.152373,160002
20226,39.796666,-86.152371,160003
20226,39.797256,-86.152377,160004
20226,39.797256,-86.152377,170001
20226,39.797390,-86.152379,170002
20226,39.797394,-86.152033,170003
20226,39.797398,-86.151681,170004
20226,39.797402,-86.151400,170005
20226,39.797404,-86.151203,170006
20226,39.797408,-86.150883,170007
20226,39.797415,-86.150215,170008
20226,39.797419,-86.149801,170009
20226,39.797422,-86.149745,170010
20226,39.797425,-86.149721,170011
20226,39.797425,-86.149721,180001
20226,39.797429,-86.149690,180002
20226,39.797440,-86.149636,180003
20226,39.797455,-86.149584,180004
20226,39.797483,-86.149509,180005
20226,39.797555,-86.149320,180006
20226,39.797572,-86.149266,180007
20226,39.797584,-86.149209,180008
20226,39.797592,-86.149151,180009
20226,39.797595,-86.149093,180010
20226,39.797599,-86.148742,180011
20226,39.797606,-86.148196,180012
20226,39.797606,-86.148196,190001
20226,39.797610,-86.147952,190002
20226,39.797620,-86.147162,190003
20226,39.797626,-86.146738,190004
20226,39.797629,-86.146516,190005
20226,39.797629,-86.146516,200001
20226,39.797631,-86.146372,200002
20226,39.797641,-86.145582,200003
20226,39.797647,-86.145183,200004
20226,39.797651,-86.144900,200005
20226,39.797655,-86.144756,200006
20226,39.797991,-86.144757,200007
20226,39.797991,-86.144757,210001
20226,39.799425,-86.144761,210002
20226,39.801167,-86.144769,210003
20226,39.801167,-86.144769,220001
20226,39.801248,-86.144770,220002
20226,39.802929,-86.144779,220003
20226,39.802929,-86.144779,230001
20226,39.803004,-86.144779,230002
20226,39.803073,-86.144776,230003
20226,39.803143,-86.144771,230004
20226,39.804255,-86.144779,230005
20226,39.805438,-86.144787,230006
20226,39.805999,-86.144792,230007
20226,39.806784,-86.144798,230008
20226,39.806787,-86.144798,230009
20226,39.806787,-86.144798,240001
20226,39.806883,-86.144794,240002
20226,39.806982,-86.144790,240003
20226,39.807780,-86.144794,240004
20226,39.807832,-86.144796,240005
20226,39.807884,-86.144800,240006
20226,39.808383,-86.144852,240007
20226,39.808539,-86.144873,240008
20226,39.808668,-86.144896,240009
20226,39.808766,-86.144728,240010
20226,39.808828,-86.144626,240011
20226,39.808894,-86.144528,240012
20226,39.808964,-86.144434,240013
20226,39.809036,-86.144345,240014
20226,39.809112,-86.144260,240015
20226,39.809206,-86.144167,240016
20226,39.809303,-86.144080,240017
20226,39.809404,-86.144001,240018
20226,39.809508,-86.143929,240019
20226,39.809615,-86.143865,240020
20226,39.809725,-86.143809,240021
20226,39.809837,-86.143761,240022
20226,39.809951,-86.143721,240023
20226,39.810066,-86.143690,240024
20226,39.810183,-86.143666,240025
20226,39.810300,-86.143652,240026
20226,39.810378,-86.143648,240027
20226,39.810386,-86.143481,240028
20226,39.810397,-86.143339,240029
20226,39.810412,-86.143199,240030
20226,39.810429,-86.143060,240031
20226,39.810604,-86.141828,240032
20226,39.810616,-86.141731,240033
20226,39.810625,-86.141633,240034
20226,39.810859,-86.141643,240035
20226,39.811004,-86.141629,240036
20226,39.811004,-86.141629,250001
20226,39.811231,-86.141607,250002
20226,39.811928,-86.141437,250003
20226,39.813101,-86.141150,250004
20226,39.813101,-86.141150,260001
20226,39.813228,-86.141120,260002
20226,39.814272,-86.140865,260003
20226,39.814272,-86.140865,270001
20226,39.814551,-86.140796,270002
20226,39.814695,-86.140734,270003
20226,39.814933,-86.140445,270004
20226,39.815279,-86.139909,270005
20226,39.815452,-86.139292,270006
20226,39.815452,-86.139292,280001
20226,39.815489,-86.139161,280002
20226,39.815504,-86.139103,280003
20226,39.815515,-86.139045,280004
20226,39.815527,-86.138987,280005
20226,39.815542,-86.138929,280006
20226,39.815734,-86.138270,280007
20226,39.815768,-86.138152,280008
20226,39.815896,-86.137720,280009
20226,39.815896,-86.137720,290001
20226,39.815961,-86.137499,290002
20226,39.816378,-86.136064,290003
20226,39.816388,-86.136031,290004
20226,39.816388,-86.136031,300001
20226,39.816604,-86.135293,300002
20226,39.816942,-86.135137,300003
20226,39.817256,-86.134975,300004
20226,39.817919,-86.134601,300005
20226,39.817919,-86.134601,310001
20226,39.817958,-86.134579,310002
20226,39.817969,-86.134574,310003
20226,39.817982,-86.134571,310004
20226,39.817994,-86.134571,310005
20226,39.818006,-86.134573,310006
20226,39.818018,-86.134577,310007
20226,39.818030,-86.134584,310008
20226,39.818032,-86.134082,310009
20226,39.818034,-86.133347,310010
20226,39.818037,-86.132773,310011
20226,39.818037,-86.132773,320001
20226,39.818037,-86.132614,320002
20226,39.818040,-86.131877,320003
20226,39.818042,-86.131282,320004
20226,39.818042,-86.131282,330001
20226,39.818043,-86.131145,330002
20226,39.818052,-86.129803,330003
20226,39.818052,-86.129803,340001
20226,39.818053,-86.129657,340002
20226,39.818058,-86.128915,340003
20226,39.818063,-86.128173,340004
20226,39.818065,-86.127921,340005
20226,39.818065,-86.127921,350001
20226,39.818072,-86.126946,350002
20226,39.818075,-86.126411,350003
20226,39.818078,-86.125982,350004
20226,39.818078,-86.125982,360001
20226,39.818080,-86.125718,360002
20226,39.818090,-86.124235,360003
20226,39.818090,-86.124235,370001
20226,39.818091,-86.124060,370002
20226,39.818100,-86.122868,370003
20226,39.818108,-86.121672,370004
20226,39.818109,-86.121175,370005
20226,39.818109,-86.121175,380001
20226,39.818112,-86.120260,380002
20226,39.818112,-86.120260,390001
20226,39.818113,-86.120081,390002
20226,39.818116,-86.118938,390003
20226,39.818118,-86.118372,390004
20226,39.818118,-86.118349,390005
20226,39.818118,-86.118349,400001
20226,39.818123,-86.116896,400002
20226,39.818123,-86.116896,410001
20226,39.818123,-86.116716,410002
20226,39.818128,-86.115191,410003
20226,39.818128,-86.115191,420001
20226,39.818128,-86.115061,420002
20226,39.818133,-86.113405,420003
20226,39.818137,-86.112364,420004
20226,39.818137,-86.112364,430001
20226,39.818137,-86.112189,430002
20226,39.818146,-86.109899,430003
20226,39.818147,-86.109737,430004
20226,39.818147,-86.109737,440001
20226,39.818147,-86.109528,440002
20226,39.818151,-86.108548,440003
20226,39.818151,-86.108548,450001
20226,39.818152,-86.108384,450002
20226,39.818155,-86.107572,450003
20226,39.818157,-86.107044,450004
20226,39.818157,-86.107044,460001
20226,39.818157,-86.107044,460002
20226,39.818162,-86.105718,460003
20226,39.818166,-86.104515,460004
20226,39.818166,-86.104515,470001
20226,39.818167,-86.104302,470002
20226,39.818170,-86.103501,470003
20226,39.818173,-86.102877,470004
20226,39.818173,-86.102877,480001
20226,39.818173,-86.102682,480002
20226,39.818187,-86.101412,480003
20226,39.818198,-86.100297,480004
20226,39.818198,-86.100297,490001
20226,39.818199,-86.100163,490002
20226,39.818211,-86.099045,490003
20226,39.818221,-86.098075,490004
20226,39.818221,-86.098075,500001
20226,39.818222,-86.097918,500002
20226,39.818235,-86.096676,500003
20226,39.818248,-86.095356,500004
20226,39.818248,-86.095356,510001
20226,39.818250,-86.095191,510002
20226,39.818253,-86.094915,510003
20226,39.818265,-86.093772,510004
20226,39.818276,-86.092704,510005
20226,39.818276,-86.092704,520001
20226,39.818277,-86.092604,520002
20226,39.818292,-86.091134,520003
20226,39.818299,-86.090403,520004
20226,39.818299,-86.090403,530001
20226,39.818301,-86.090179,530002
20226,39.818314,-86.088957,530003
20226,39.818324,-86.087898,530004
20226,39.818324,-86.087898,540001
20226,39.818326,-86.087733,540002
20226,39.818340,-86.086370,540003
20226,39.818352,-86.085135,540004
20226,39.818352,-86.085135,550001
20226,39.818354,-86.085007,550002
20226,39.818368,-86.083630,550003
20226,39.818367,-86.083191,550004
20226,39.818367,-86.083191,560001
20226,39.818365,-86.081908,560002
20226,39.818363,-86.080354,560003
20226,39.818363,-86.080354,570001
20226,39.818362,-86.080184,570002
20226,39.818360,-86.078900,570003
20226,39.818360,-86.078457,570004
20226,39.818359,-86.077872,570005
20226,39.818359,-86.077872,580001
20226,39.818359,-86.077718,580002
20226,39.818357,-86.076534,580003
20226,39.818351,-86.073316,580004
20226,39.818351,-86.073316,590001
20226,39.818351,-86.072994,590002
20226,39.818347,-86.071818,590003
20226,39.818341,-86.069485,590004
20226,39.818338,-86.067986,590005
20226,39.818338,-86.067986,600001
20226,39.818330,-86.064707,600002
20226,39.818332,-86.064220,600003
20226,39.818332,-86.064220,610001
20226,39.818357,-86.058631,610002
20226,39.818357,-86.058631,620001
20226,39.818373,-86.054950,620002
20226,39.818373,-86.054950,630001
20226,39.818382,-86.052789,630002
20226,39.818382,-86.052789,640001
20226,39.818383,-86.052611,640002
20226,39.818385,-86.052317,640003
20226,39.818389,-86.051200,640004
20226,39.818390,-86.051034,640005
20226,39.818390,-86.051034,650001
20226,39.818410,-86.046427,650002
20226,39.818410,-86.046427,660001
20226,39.818413,-86.045741,660002
20226,39.816683,-86.045721,660003
20226,39.816053,-86.045713,660004
20226,39.816053,-86.045713,670001
20226,39.815858,-86.045711,670002
20226,39.813745,-86.045685,670003
