stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
11062,11062,"10th St & Girls School Rd",,  39.779351, -86.287222,,,0,
11063,11063,"10th St & Girls School Rd",,  39.779120, -86.291006,,,0,
11064,11064,"10th St & Westmore Dr",,  39.779057, -86.296075,,,0,
11065,11065,"10th St & Vinewood Ave",,  39.779752, -86.265698,,,0,
11066,11066,"10th St & Tibbs Avenue",,  39.780611, -86.214873,,,0,
11067,11067,"Eskenazi Ave & Wishard Blvd",,  39.777782, -86.182919,,,0,
11068,11068,"Eskenazi Ave & Wishard Blvd",,  39.777808, -86.182818,,,0,
11071,11071,"Saint Margaret's Dr & Smith Blvd",,  39.778988, -86.185691,,,0,
11072,11072,"Saint Margaret's Dr & Smith Blvd",,  39.779013, -86.185815,,,0,
11500,11500,"Massachusetts Ave & New Jersey St",,  39.773783, -86.150808,,,0,
11503,11503,"College Ave & 19th St",,  39.792333, -86.144667,,,0,
11505,11505,"College Ave & 21st St",,  39.795800, -86.144720,,,0,
11507,11507,"College Ave & 32nd St",,  39.813973, -86.144910,,,0,
11509,11509,"College Ave & 34th St",,  39.817611, -86.144907,,,0,
11510,11510,"College Ave & Fairfield Ave",,  39.819785, -86.144932,,,0,
11512,11512,"College Ave & Watson Rd",,  39.822983, -86.144965,,,0,
11540,11540,"Broad Ripple Ave & Guilford Ave",,  39.869684, -86.143209,,,0,
11543,11543,"Broad Ripple Ave & Compton St",,  39.869606, -86.138634,,,0,
11546,11546,"Broad Ripple Ave & Primrose Ave",,  39.868588, -86.133165,,,0,
11547,11547,"Broad Ripple Ave & Kingsley Dr",,  39.868578, -86.130363,,,0,
11550,11550,"Broad Ripple Ave & Evanston Ave",,  39.868640, -86.126347,,,0,
11553,11553,"62nd St & Keystone Ave",,  39.868611, -86.121850,,,0,
11555,11555,"62nd St & Rural St",,  39.868620, -86.118078,,,0,
11556,11556,"Rural St - 6100 N Glendale Towne Ctr",,  39.866044, -86.117623,,,0,
11557,11557,"62nd St & Temple Ave",,  39.868779, -86.118830,,,0,
11558,11558,"62nd St & Tacoma Ave",,  39.868777, -86.120833,,,0,
11559,11559,"62nd St & Keystone Ave",,  39.868753, -86.123401,,,0,
11561,11561,"Broad Ripple Ave & Evanston Ave",,  39.868732, -86.126714,,,0,
11563,11563,"Broad Ripple Ave & Norwaldo Ave",,  39.868711, -86.129247,,,0,
11565,11565,"Broad Ripple Ave & Primrose Ave",,  39.868689, -86.132721,,,0,
11568,11568,"Broad Ripple Ave & Compton St",,  39.869743, -86.138692,,,0,
11570,11570,"Broad Ripple Ave & College Ave",,  39.869765, -86.144766,,,0,
11590,11590,"Kessler Blvd E Dr & Keystone Ave",,  39.862311, -86.121695,,,0,
11592,11592,"Rural St & Kessler Blvd E Dr",,  39.863053, -86.117414,,,0,
11593,11593,"Rural St - 6100 N Glendale Town Center",,  39.866111, -86.117488,,,0,
11595,11595,"Rural St & Kessler Blvd E Dr",,  39.862550, -86.117575,,,0,
11596,11596,"Kessler Blvd E Dr & Private Dr",,  39.862458, -86.119915,,,0,
11632,11632,"College Ave & Watson Rd",,  39.823229, -86.145120,,,0,
11634,11634,"College Ave & Fairfield Ave",,  39.819984, -86.145097,,,0,
11635,11635,"College Ave & 34th St",,  39.817808, -86.145043,,,0,
11637,11637,"College Ave & 32nd St",,  39.813901, -86.145034,,,0,
11639,11639,"College Ave & 30th St",,  39.810555, -86.145025,,,0,
11640,11640,"College Ave & Sutherland Ave",,  39.806542, -86.144883,,,0,
11643,11643,"College Ave & 25th St",,  39.803256, -86.144860,,,0,
11644,11644,"College Ave & 24th St",,  39.800725, -86.144850,,,0,
11646,11646,"College Ave & 22nd St",,  39.797820, -86.144841,,,0,
11647,11647,"College Ave & 21st St",,  39.796022, -86.144825,,,0,
11649,11649,"College Ave & 19th St",,  39.792267, -86.144813,,,0,
11651,11651,"College Ave & 16th St",,  39.788217, -86.144838,,,0,
11654,11654,"College Ave & 13th St",,  39.784572, -86.144820,,,0,
11656,11656,"College Ave & 10th St",,  39.781213, -86.145064,,,0,
11700,11700,"Thompson Rd & Emerson Ave",,  39.694663, -86.083609,,,0,
11701,11701,"Thompson Rd & Yazoo Dr",,  39.694594, -86.086014,,,0,
11702,11702,"Thompson Rd & 09th Ave",,  39.694941, -86.091869,,,0,
11703,11703,"09th Ave & Andrea Dr",,  39.696659, -86.091884,,,0,
11704,11704,"09th Ave & Biloxi Ln",,  39.698391, -86.091891,,,0,
11705,11705,"Redfern Dr & 09th Ave",,  39.700646, -86.092502,,,0,
11706,11706,"Redfern Dr & Kathi Dr",,  39.700860, -86.093921,,,0,
11707,11707,"Redfern Dr & Private Dr",,  39.700796, -86.096398,,,0,
11708,11708,"Redfern Dr & Strawbridge St",,  39.700757, -86.098885,,,0,
11710,11710,"Redfern Dr & Sherman Dr",,  39.700739, -86.101316,,,0,
11711,11711,"Sherman Dr & Lickridge Ln N Dr",,  39.703030, -86.102649,,,0,
11712,11712,"Sherman Dr & Wilderness Trail",,  39.705061, -86.103504,,,0,
11713,11713,"Hanna Ave & Olney St",,  39.708756, -86.105507,,,0,
11715,11715,"Hanna Ave & Dearborn St",,  39.708722, -86.108731,,,0,
11716,11716,"Hanna Ave & Brickenwood Trace",,  39.708709, -86.110828,,,0,
11717,11717,"Hanna Ave & Private Dr",,  39.708684, -86.112388,,,0,
11718,11718,"Hanna Ave & Rural St",,  39.708610, -86.116468,,,0,
11719,11719,"Hanna Ave & Keystone Ave",,  39.708542, -86.119655,,,0,
11720,11720,"Keystone Ave & Hanna Ave",,  39.709584, -86.120247,,,0,
11721,11721,"Shopping Center Dr & Keystone Ave",,  39.710981, -86.118924,,,0,
11722,11722,"Keystone Ave - 3565 S",,  39.714241, -86.120568,,,0,
11723,11723,"Keystone Ave & Werges Ave",,  39.717519, -86.120610,,,0,
11724,11724,"Keystone Ave & Murry St",,  39.719262, -86.120640,,,0,
11725,11725,"Keystone Ave & Troy Ave",,  39.723770, -86.120694,,,0,
11726,11726,"Keystone Ave & Golf View Dr",,  39.725508, -86.120709,,,0,
11727,11727,"Keystone Ave & Gimber St",,  39.727701, -86.120755,,,0,
11728,11728,"Keystone Ave & Walker Ave",,  39.731602, -86.120767,,,0,
11729,11729,"Keystone Ave & Bradbury Ave",,  39.734105, -86.120790,,,0,
11730,11730,"Keystone Ave & Kelly St",,  39.735978, -86.120771,,,0,
11731,11731,"Keystone Ave & Raymond St",,  39.737694, -86.120911,,,0,
11732,11732,"Keystone Ave & Churchman Ave",,  39.740095, -86.120910,,,0,
11733,11733,"Keystone Ave & Reformers Ave",,  39.741317, -86.120976,,,0,
11735,11735,"Keystone Ave & Pleasant Run Pkwy S Dr",,  39.749511, -86.121075,,,0,
11736,11736,"Keystone Ave & Prospect St",,  39.751952, -86.121169,,,0,
11737,11737,"Keystone Ave & Hoyt Ave",,  39.757049, -86.121161,,,0,
11738,11738,"Hoyt Ave & Trowbridge St",,  39.757482, -86.119407,,,0,
11740,11740,"Hoyt Ave & Leeds Ave",,  39.757506, -86.117444,,,0,
11741,11741,"Rural St & English Ave",,  39.759671, -86.116313,,,0,
11742,11742,"English Ave & Parker Ave",,  39.759849, -86.114158,,,0,
11743,11743,"English Ave & Pleasant Run Pkwy N Dr",,  39.759850, -86.111914,,,0,
11744,11744,"English Ave & Lasalle St",,  39.759908, -86.109574,,,0,
11745,11745,"English Ave - 3400E",,  39.759923, -86.108386,,,0,
11746,11746,"English Ave & Pleasant Run Pkwy N Dr",,  39.759936, -86.105867,,,0,
11747,11747,"Sherman Dr & English Ave",,  39.760615, -86.101991,,,0,
11748,11748,"Sherman Dr & Pleasant Run Pkwy S Dr",,  39.761993, -86.102014,,,0,
11749,11749,"Sherman Dr & Pleasant Run Pkwy N Dr",,  39.763881, -86.102033,,,0,
11750,11750,"Sherman Dr & Washington St",,  39.768378, -86.102104,,,0,
11751,11751,"Rural St & New York St",,  39.771689, -86.116412,,,0,
11752,11752,"Rural St & Michigan St",,  39.774875, -86.116562,,,0,
11753,11753,"Rural St & North St",,  39.775894, -86.116600,,,0,
11754,11754,"Rural St & Saint Clair Ct",,  39.777736, -86.116615,,,0,
11755,11755,"Rural St & 09th St",,  39.779556, -86.116631,,,0,
11756,11756,"Rural St & 16th St",,  39.788687, -86.116509,,,0,
11758,11758,"Rural St & 18th St",,  39.791084, -86.116538,,,0,
11759,11759,"Rural St & Massachusetts Ave",,  39.793563, -86.116544,,,0,
11760,11760,"Rural St & Roosevelt Ave",,  39.794955, -86.116578,,,0,
11761,11761,"Keystone Ave & 25th St",,  39.803259, -86.121483,,,0,
11762,11762,"Keystone Ave & 27th St",,  39.805159, -86.121503,,,0,
11763,11763,"Keystone Ave & 28th St",,  39.807311, -86.121524,,,0,
11764,11764,"Keystone Ave & 29th St",,  39.808815, -86.121502,,,0,
11765,11765,"Keystone Ave & 30th St",,  39.811168, -86.121521,,,0,
11766,11766,"Keystone Ave & 32nd St",,  39.814361, -86.121578,,,0,
11767,11767,"Keystone Ave & 34th St",,  39.818687, -86.121621,,,0,
11768,11768,"Keystone Ave & 36th St",,  39.821451, -86.121664,,,0,
11769,11769,"Keystone Ave & 38th St",,  39.825102, -86.121709,,,0,
11770,11770,"Keystone Ave & 39th St",,  39.827005, -86.121700,,,0,
11772,11772,"Keystone Ave & Millersville Rd",,  39.830208, -86.121750,,,0,
11773,11773,"Keystone Ave - 4150 N",,  39.831828, -86.121693,,,0,
11775,11775,"Keystone Ave & Duke St",,  39.837277, -86.121772,,,0,
11776,11776,"Keystone Ave & 46th St",,  39.840574, -86.121822,,,0,
11777,11777,"Keystone Ave & Willowbrook Pkwy",,  39.842188, -86.121840,,,0,
11778,11778,"Keystone Ave & 51st St",,  39.845186, -86.121870,,,0,
11780,11780,"Keystone Ave - 5250 N",,  39.848650, -86.121929,,,0,
11784,11784,"Keystone Ave & 56th St",,  39.854843, -86.121991,,,0,
11786,11786,"Keystone Ave & 58th St",,  39.858568, -86.122041,,,0,
11790,11790,"Keystone Ave & 62nd St",,  39.869384, -86.122123,,,0,
11792,11792,"Keystone Ave & 64th St",,  39.872223, -86.122060,,,0,
11793,11793,"Keystone Ave & 65th St",,  39.875784, -86.122037,,,0,
11794,11794,"Keystone Ave & Glenbrook Dr",,  39.878383, -86.122015,,,0,
11795,11795,"Keystone Ave & Butterfield Dr",,  39.880206, -86.122005,,,0,
11796,11796,"Keystone Ave & 71st St",,  39.883075, -86.121985,,,0,
11797,11797,"Keystone Ave & Rutherford Dr",,  39.888053, -86.121908,,,0,
11798,11798,"Keystone Ave & 78th St",,  39.897489, -86.121646,,,0,
11799,11799,"Keystone Ave & Woodfield Crossing Blvd",,  39.907327, -86.118242,,,0,
11800,11800,"9000 N Keystone Ave",,  39.918948, -86.109559,,,0,
11802,11802,"Keystone Ave & 78th St",,  39.897622, -86.121907,,,0,
11803,11803,"Keystone Ave & Ruth Dr",,  39.888441, -86.122188,,,0,
11804,11804,"Keystone Ave & 71st St",,  39.883911, -86.122262,,,0,
11805,11805,"Keystone Ave & 69th St",,  39.881163, -86.122265,,,0,
11807,11807,"Keystone Ave & Durham Dr",,  39.877987, -86.122272,,,0,
11808,11808,"Keystone Ave & 65th St",,  39.876153, -86.122299,,,0,
11809,11809,"Keystone Ave & 64th St",,  39.872488, -86.122307,,,0,
11810,11810,"Keystone Ave & 63rd St",,  39.870059, -86.122320,,,0,
11813,11813,"Keystone Ave & Kessler Blvd E Dr",,  39.862062, -86.122345,,,0,
11814,11814,"Keystone Ave & 58th St",,  39.858798, -86.122291,,,0,
11816,11816,"Keystone Ave & 56th St",,  39.854565, -86.122185,,,0,
11819,11819,"Keystone Ave & 53rd St",,  39.849459, -86.122190,,,0,
11820,11820,"Keystone Ave & 52nd St",,  39.847052, -86.122157,,,0,
11821,11821,"Keystone Ave & 51st St",,  39.845413, -86.122142,,,0,
11822,11822,"Keystone Ave & Willowbrook Pkwy",,  39.842198, -86.122096,,,0,
11823,11823,"Keystone Ave & 46th St",,  39.840537, -86.122092,,,0,
11824,11824,"Keystone Ave & Duke St",,  39.837606, -86.122045,,,0,
11825,11825,"Keystone Ave - 4100N",,  39.831783, -86.121906,,,0,
11826,11826,"Keystone Ave & Millersville Rd",,  39.829494, -86.121884,,,0,
11828,11828,"Keystone Ave & 39th St",,  39.826735, -86.121884,,,0,
11829,11829,"Keystone Ave & 38th St",,  39.824967, -86.121922,,,0,
11831,11831,"Keystone Ave & 36th St",,  39.821583, -86.121768,,,0,
11832,11832,"Keystone Ave & 34th St",,  39.817695, -86.121764,,,0,
11833,11833,"Keystone Ave & 32nd St",,  39.814536, -86.121718,,,0,
11834,11834,"Keystone Ave & 30th St",,  39.811379, -86.121701,,,0,
11836,11836,"Keystone Ave & 29th St",,  39.809257, -86.121672,,,0,
11837,11837,"Keystone Ave & 28th St",,  39.807212, -86.121659,,,0,
11838,11838,"Keystone Ave & 27th St",,  39.805367, -86.121647,,,0,
11839,11839,"Keystone Ave & 25th St",,  39.802789, -86.121623,,,0,
11840,11840,"Rural St & Bloyd Ave",,  39.794713, -86.116697,,,0,
11842,11842,"Rural St & Brookside Ave",,  39.792346, -86.116657,,,0,
11844,11844,"Rural St & 17th St",,  39.789733, -86.116619,,,0,
11846,11846,"Rural St & Brookside Pkwy N Dr",,  39.787529, -86.116586,,,0,
11847,11847,"Rural St & Brookside Pkwy S Dr",,  39.786334, -86.116575,,,0,
11848,11848,"Rural St & 09th St",,  39.779378, -86.116679,,,0,
11849,11849,"Rural St & Saint Clair Ct",,  39.777840, -86.116698,,,0,
11850,11850,"Rural st & North St",,  39.775767, -86.116684,,,0,
11851,11851,"Rural St & Michigan St",,  39.773915, -86.116580,,,0,
11852,11852,"Rural St & New York St",,  39.771313, -86.116516,,,0,
11854,11854,"16 S Sherman Dr",,  39.768342, -86.102221,,,0,
11855,11855,"Sherman St & Stanton Ave",,  39.765309, -86.102134,,,0,
11856,11856,"Sherman Dr & Pleasant Run Pkwy N Dr",,  39.763596, -86.102120,,,0,
11857,11857,"Sherman Dr & Pleasant Run Pkwy S Dr",,  39.762311, -86.102123,,,0,
11858,11858,"English Ave & Sherman Dr",,  39.760107, -86.102582,,,0,
11859,11859,"English Ave & Pleasant Run Pkwy S Dr",,  39.760082, -86.104257,,,0,
11860,11860,"English Ave - 3312 E",,  39.760024, -86.107991,,,0,
11862,11862,"English Ave & Dearborn St",,  39.759992, -86.110442,,,0,
11863,11863,"English Ave & Oakland Ave",,  39.759962, -86.112743,,,0,
11864,11864,"English Ave & Parker Ave",,  39.759952, -86.113899,,,0,
11865,11865,"Rural St & English Ave",,  39.759511, -86.116429,,,0,
11866,11866,"Rural St & Hoyt Ave",,  39.758199, -86.116431,,,0,
11867,11867,"Hoyt Ave & Leeds Ave",,  39.757566, -86.118053,,,0,
11869,11869,"Hoyt Ave & Trowbridge St",,  39.757532, -86.119792,,,0,
11870,11870,"Keystone Ave & Private Dr",,  39.756791, -86.121274,,,0,
11871,11871,"Keystone Ave & Woodlawn Ave",,  39.755149, -86.121270,,,0,
11872,11872,"Keystone Ave & Prospect St",,  39.752632, -86.121268,,,0,
11873,11873,"Keystone Ave & Pleasant Run Pkwy S Dr",,  39.749565, -86.121251,,,0,
11874,11874,"Keystone Ave & Private Dr",,  39.747748, -86.121218,,,0,
11875,11875,"Keystone Ave & Iowa St",,  39.743600, -86.121215,,,0,
11876,11876,"Keystone Ave & Reformers Ave",,  39.741536, -86.121170,,,0,
11877,11877,"Keystone Ave & Cahoun Ct",,  39.740214, -86.121048,,,0,
11878,11878,"Keystone Ave & Legrande Ave",,  39.738590, -86.121079,,,0,
11879,11879,"Keystone Ave & Kelly St",,  39.736210, -86.120971,,,0,
11880,11880,"Keystone Ave & Bradbury Ave",,  39.734096, -86.120986,,,0,
11881,11881,"Keystone Ave & Walker Ave",,  39.731887, -86.120961,,,0,
11882,11882,"Keystone Ave & Albany St",,  39.724689, -86.120896,,,0,
11883,11883,"Keystone Ave & Troy Ave",,  39.722808, -86.120862,,,0,
11884,11884,"Keystone Ave & Murry St",,  39.719627, -86.120837,,,0,
11885,11885,"Keystone Ave & Werges Ave",,  39.717842, -86.120812,,,0,
11886,11886,"Keystone Ave - 3624 S",,  39.713866, -86.120703,,,0,
11888,11888,"Hanna Ave & Keystone Ave",,  39.708436, -86.119691,,,0,
11889,11889,"Hanna Ave & Rural St",,  39.708552, -86.115942,,,0,
11890,11890,"Hanna Ave & Lake Park Blvd",,  39.708587, -86.113127,,,0,
11891,11891,"Hanna Ave & Brickenwood Trace",,  39.708610, -86.110941,,,0,
11892,11892,"Hanna Ave & Dearborn St",,  39.708663, -86.108496,,,0,
11894,11894,"Hanna Ave & Olney St",,  39.708692, -86.105884,,,0,
11895,11895,"Hanna Ave & Sherman Dr",,  39.708705, -86.104469,,,0,
11896,11896,"Sherman Dr & Wilderness Trail",,  39.705038, -86.103603,,,0,
11897,11897,"Sherman Dr & Lickridge Ln N Dr",,  39.703164, -86.102774,,,0,
11898,11898,"Redfern Dr & Denny St",,  39.700675, -86.100072,,,0,
11899,11899,"Redfern Dr & Strawbridge St",,  39.700692, -86.098565,,,0,
11900,11900,"Redfern Dr & Nikki Dr",,  39.700809, -86.095982,,,0,
11901,11901,"Redfern Dr & 09th Ave",,  39.700567, -86.092320,,,0,
11902,11902,"09th Ave & Mimi Dr",,  39.698136, -86.091999,,,0,
11903,11903,"09th Ave & Malden Ln",,  39.696486, -86.091996,,,0,
11904,11904,"Thompson Rd & 09th Ave",,  39.694415, -86.091411,,,0,
11905,11905,"Thompson Rd & Red Robin Dr",,  39.694500, -86.085364,,,0,
11907,11907,"Thompson Rd & Bancroft St",,  39.694512, -86.083629,,,0,
11908,11908,"Thompson Rd & Emerson Ave",,  39.693397, -86.081341,,,0,
11911,11911,"Keystone Ave & Bacon St",,  39.721143, -86.120634,,,0,
11912,11912,"National Ave & Keystone Ave",,  39.713079, -86.119189,,,0,
11913,11913,"Keystone Ave & 33rd St",,  39.815983, -86.121585,,,0,
11915,11915,"Keystone Ave & Nelson Ave",,  39.728617, -86.120900,,,0,
11916,11916,"Keystone Ave & 23rd St",,  39.800641, -86.118537,,,0,
11917,11917,"Keystone Crossing - 8463 N",,  39.910363, -86.114084,,,0,
11918,11918,"Keystone Crossing - 8464 N",,  39.910479, -86.113975,,,0,
11919,11919,"Keystone Crossing - 8504 N",,  39.910840, -86.111592,,,0,
11920,11920,"Keystone Crossing - 8505 N",,  39.910618, -86.112044,,,0,
12000,12000,"16th St & Hall Pl",,  39.788427, -86.160198,,,0,
12001,12001,"16th St & Capitol Ave",,  39.788419, -86.162265,,,0,
12002,12002,"16th St & Senate Blvd",,  39.788425, -86.165263,,,0,
12003,12003,"16th St & Fall Creek Pkwy",,  39.788394, -86.173749,,,0,
12004,12004,"16th St & Montcalm St",,  39.788725, -86.180263,,,0,
12005,12005,"16th St & Indiana Ave",,  39.788694, -86.184013,,,0,
12006,12006,"16th St & Harding St",,  39.789220, -86.188056,,,0,
12007,12007,"16th St & Riverside Dr E",,  39.789261, -86.190505,,,0,
12008,12008,"16th St & Private Dr",,  39.789335, -86.194196,,,0,
12009,12009,"16th St & Lafayette Rd",,  39.788094, -86.200741,,,0,
12010,12010,"16th St & Belleview Pl",,  39.788041, -86.203438,,,0,
12011,12011,"16th St & Warman Ave",,  39.788009, -86.206160,,,0,
12013,12013,"16th St & Sharon Ave",,  39.787985, -86.208273,,,0,
12014,12014,"16th St & Kessler Blvd N Dr",,  39.787962, -86.210878,,,0,
12015,12015,"16th St & Centennial St",,  39.787933, -86.213579,,,0,
12016,12016,"16th St & Tibbs Ave",,  39.787911, -86.216471,,,0,
12017,12017,"16th St & Berwick Ave",,  39.787855, -86.218453,,,0,
12018,12018,"16th St & Rochester Ave",,  39.787810, -86.221040,,,0,
12020,12020,"16th St & Livingston Ave",,  39.787757, -86.223334,,,0,
12021,12021,"16th St & Olin Ave",,  39.787699, -86.227540,,,0,
12022,12022,"16th St - 4650 W",,  39.787631, -86.231856,,,0,
12023,12023,"16th St & Main St",,  39.787480, -86.240943,,,0,
12024,12024,"16th St & Auburn St",,  39.787434, -86.244117,,,0,
12026,12026,"16th St & Winton Ave",,  39.787393, -86.247319,,,0,
12030,12030,"22nd St & Lynhurst Dr",,  39.796608, -86.251208,,,0,
12031,12031,"22nd St & White Oaks Dr",,  39.796343, -86.254202,,,0,
12032,12032,"Woolco Ln & 22nd St",,  39.795795, -86.255162,,,0,
12033,12033,"22nd St & Kohl's - 5600W",,  39.796966, -86.258058,,,0,
12034,12034,"Shopping Center Dr & Kroger - 5700 W",,  39.798693, -86.261198,,,0,
12035,12035,"Parkwood Dr & 25th St",,  39.801165, -86.264743,,,0,
12036,12036,"Parkwood Dr & Schoolwood Dr",,  39.803133, -86.264774,,,0,
12037,12037,"Meadowood Dr & Schoolwood Dr",,  39.804069, -86.262177,,,0,
12039,12039,"Meadowood Dr & Private Dr",,  39.803710, -86.258237,,,0,
12040,12040,"Moller Rd & Beauport Rd",,  39.805132, -86.255697,,,0,
12041,12041,"Moller Rd & 29th St",,  39.807599, -86.255761,,,0,
12042,12042,"Moller Rd & Patricia St",,  39.810668, -86.255823,,,0,
12043,12043,"Moller Rd & 32nd St",,  39.813674, -86.255888,,,0,
12044,12044,"Moller Rd & 34th St",,  39.816913, -86.255933,,,0,
12045,12045,"Moller Rd & Dunk Dr",,  39.820039, -86.256035,,,0,
12046,12046,"Moller Rd & Ruskin Pl W",,  39.821964, -86.256065,,,0,
12047,12047,"Moller Rd & Shopping Center Dr",,  39.825049, -86.256113,,,0,
12048,12048,"Moller Rd - Meijer - 3912 N",,  39.826776, -86.256131,,,0,
12049,12049,"Moller Way & Moller Rd",,  39.830073, -86.255267,,,0,
12051,12051,"Moller Rd & 43rd St",,  39.832992, -86.256294,,,0,
12058,12058,"Moller Way & Pike Plaza Rd",,  39.829448, -86.254926,,,0,
12059,12059,"Moller Rd - Meijer - 3916 N",,  39.826814, -86.256260,,,0,
12061,12061,"Moller Rd & 38th St",,  39.823374, -86.256266,,,0,
12062,12062,"Moller Rd & Ruskin Pl W",,  39.821587, -86.256183,,,0,
12063,12063,"Moller Rd & Dunk Dr",,  39.820256, -86.256157,,,0,
12064,12064,"Moller Rd & 34th St",,  39.816218, -86.256119,,,0,
12065,12065,"Moller Rd & 32nd St",,  39.813369, -86.256024,,,0,
12066,12066,"Moller Rd & Patricia St",,  39.810728, -86.255966,,,0,
12067,12067,"Moller Rd & 29th St",,  39.807780, -86.255866,,,0,
12068,12068,"Moller Rd & Beauport Rd",,  39.805417, -86.255810,,,0,
12069,12069,"Meadowwood Dr & Private Dr",,  39.803759, -86.258462,,,0,
12070,12070,"Meadowood Dr & Parkwood Dr",,  39.804213, -86.264541,,,0,
12071,12071,"Parkwood Dr & Schoolwood Dr",,  39.803589, -86.264878,,,0,
12072,12072,"Parkwood Dr & 25th St",,  39.801813, -86.264844,,,0,
12073,12073,"22nd St & Shopping Center Dr - Kohl's",,  39.796710, -86.257693,,,0,
12074,12074,"22nd St & Hermitage Way",,  39.795965, -86.255765,,,0,
12075,12075,"22nd St & Fair Oaks Dr",,  39.796514, -86.253150,,,0,
12076,12076,"22nd St & Lynhurst Dr",,  39.796546, -86.251150,,,0,
12082,12082,"16th St & Auburn St",,  39.787300, -86.244397,,,0,
12083,12083,"16th St & Main St",,  39.787347, -86.241575,,,0,
12084,12084,"16th St & Georgetown Rd",,  39.787361, -86.238205,,,0,
12085,12085,"16th St & Polco St",,  39.787423, -86.234509,,,0,
12086,12086,"4500 W 16th St - Indy Motor Speedway",,  39.787452, -86.232570,,,0,
12087,12087,"16th St & Olin Ave",,  39.787544, -86.227229,,,0,
12088,12088,"16th St & Livingston Ave",,  39.787593, -86.223881,,,0,
12090,12090,"16th St & Rochester Ave",,  39.787651, -86.220882,,,0,
12091,12091,"16th St & Berwick Ave",,  39.787697, -86.218676,,,0,
12092,12092,"16th St & Tibbs Ave",,  39.787737, -86.216036,,,0,
12093,12093,"16th St & Centennial St",,  39.787786, -86.213773,,,0,
12094,12094,"16th St & Concord Ct",,  39.787812, -86.211193,,,0,
12095,12095,"16th St & Sharon Ave",,  39.787841, -86.208539,,,0,
12096,12096,"16th St & Warman Ave",,  39.787854, -86.206450,,,0,
12097,12097,"16th St & Holmes Ave",,  39.787880, -86.204856,,,0,
12098,12098,"16th St & Belleview Pl",,  39.787897, -86.203113,,,0,
12099,12099,"16th St & Tremont St",,  39.787928, -86.201038,,,0,
12100,12100,"16th St & Private Dr",,  39.789167, -86.193689,,,0,
12101,12101,"16th St & Riverside Dr E",,  39.789129, -86.191176,,,0,
12102,12102,"16th St & Harding St",,  39.789074, -86.187632,,,0,
12103,12103,"16th St & Indiana Ave",,  39.788645, -86.184027,,,0,
12104,12104,"16th St & Gent Ave",,  39.788664, -86.181697,,,0,
12105,12105,"16th St & Montcalm St",,  39.788680, -86.179921,,,0,
12106,12106,"16th St & Aqueduct St",,  39.788666, -86.176195,,,0,
12107,12107,"16th St & Fall Creek Pkwy E Dr",,  39.788175, -86.172288,,,0,
12108,12108,"16th St & MLK St",,  39.788208, -86.169025,,,0,
12109,12109,"16th St & Missouri St",,  39.788296, -86.165908,,,0,
12110,12110,"16th St & Senate Ave",,  39.788318, -86.163389,,,0,
12112,12112,"16th St & MLK St",,  39.788357, -86.168937,,,0,
12113,12113,"Moller Rd & Renn Rd",,  39.835821, -86.256308,,,0,
12114,12114,"Moller Rd & Renn Rd",,  39.835688, -86.256478,,,0,
12115,12115,"Walmart Lafayette Rd",,  39.837057, -86.244553,,,0,
12116,12116,"Lynhurst Dr & 21st St",,  39.794935, -86.250970,,,0,
12117,12117,"Lynhurst Dr & 20th St",,  39.792805, -86.250934,,,0,
12118,12118,"Lynhurst Dr & Speedway Dr",,  39.791292, -86.250900,,,0,
12119,12119,"Lynhurst Dr & 16th St",,  39.788245, -86.250842,,,0,
12120,12120,"Lynhurst Dr & 16th St",,  39.787749, -86.250681,,,0,
12121,12121,"Lynhurst Dr & Speedway Ave",,  39.791085, -86.250723,,,0,
12122,12122,"Lynhurst Dr & 21st St",,  39.793190, -86.250759,,,0,
12124,12124,"Woolco Ln & Shopping Center Dr - Kroger",,  39.798685, -86.261262,,,0,
12125,12125,"Meadowood Dr & Moller Rd",,  39.803541, -86.256015,,,0,
12126,12126,"Moller Rd & Meadowood Dr",,  39.803667, -86.255909,,,0,
12127,12127,"Moller Rd & 42nd St",,  39.831674, -86.256373,,,0,
12200,12200,"27th St & MLK St",,  39.805597, -86.172085,,,0,
12202,12202,"27th St & Annette St",,  39.805576, -86.175626,,,0,
12203,12203,"27th St & Rader St",,  39.805572, -86.177954,,,0,
12204,12204,"27th St & Clifton St",,  39.805557, -86.180061,,,0,
12205,12205,"Clifton St & Udell St",,  39.807219, -86.180422,,,0,
12206,12206,"30th St & Cold Spring Rd",,  39.809967, -86.202316,,,0,
12207,12207,"30th St & Tyrone Dr",,  39.809917, -86.204736,,,0,
12208,12208,"30th St & Warman Ave",,  39.809900, -86.207135,,,0,
12209,12209,"30th St & Medford Ave",,  39.809859, -86.209595,,,0,
12210,12210,"30th St & Kessler Blvd N Dr",,  39.809845, -86.211919,,,0,
12212,12212,"30th St & Tibbs Ave",,  39.809815, -86.215980,,,0,
12213,12213,"30th St & Alton Ave",,  39.809778, -86.217411,,,0,
12214,12214,"30th St & Guion Rd",,  39.809746, -86.219571,,,0,
12216,12216,"30th St & Merchants Dr",,  39.809710, -86.222440,,,0,
12217,12217,"30th St & Eagledale Dr",,  39.809619, -86.227640,,,0,
12218,12218,"30th St & Falcon Dr",,  39.809557, -86.231932,,,0,
