,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,jurisdiction_id,location_type,parent_station,relative_position,cardinal_direction,wheelchair_boarding,primary_street,address_range,cross_location,stop_x,stop_y
930,4523,4523,Fish Hatchery & Post (NB),This stop (#4523) is northbound on the 2925 block of Fish Hatchery Rd farside Post Rd,43.026722,-89.41226,MMT,CFIT,0,,1,0.0,1,Fish Hatchery,2925,Post,596606.5976022742,729541.32419103
931,4539,4539,Beltline S & Highway Ramp (EB),This stop (#4539) is eastbound on the 4199 block of Beltline Frontage (S) nearside Highway Ramp,43.034367,-89.443227,MMT,CMAD,0,,3,90.0,1,Beltline S,4199,Highway Ramp,594142.1244888017,730545.5635371045
932,4541,4541,Fitchrona & Kapec (EB),This stop (#4541) is eastbound on the 3030 block of Fitchrona Rd farside Kapec Rd,43.018718,-89.475503,MMT,CFIT,0,,1,90.0,1,Fitchrona,3030,Kapec,591410.3683085456,728972.5854868764
933,4550,4550,Research Park & E Cheryl (SB),This stop (#4550) is southbound on the 2799 block of Research Park Dr farside E Cheryl Pkwy,43.004772,-89.425459,MMT,CFIT,0,,1,180.0,0,Research Park,2799,E Cheryl,595382.9170947939,727171.9245860269
934,4551,4551,S Midvale & Cherokee (NB),This stop (#4551) is northbound on the 1001 block of Midvale Blvd (S) nearside Cherokee Dr,43.042324,-89.450879,MMT,CMAD,0,,3,0.0,1,S Midvale,1001,Cherokee,593575.155235555,731467.1965392346
935,4552,4552,E Cheryl & No Oaks (WB),This stop (#4552) is westbound on the 5150 block of E Cheryl Pkwy nearside No Oaks Rdg,43.007249,-89.394689,MMT,CFIT,0,,3,270.0,0,E Cheryl,5150,No Oaks,597901.9575917813,727292.382417627
936,4555,4555,W Verona & Westridge (EB),This stop (#4555) is eastbound on the 799 block of Verona Ave (W) farside Westridge Pkwy,42.987718,-89.552773,MMT,CVER,0,,1,90.0,1,W Verona,799,Westridge,584910.5874656129,725928.7880521569
937,4556,4556,E Verona & Enterprise (WB),This stop (#4556) is westbound on the 498 block of Verona Ave (E) farside Enterprise Dr,42.99287,-89.526778,MMT,CVER,0,,1,270.0,1,E Verona,498,Enterprise,587060.937586514,726366.5329377025
938,4560,4560,Beltline S & Seminole (WB),This stop (#4560) is westbound on the 4200 block of Beltline Frontage (S) farside Seminole Hwy,43.034554,-89.443979,MMT,CMAD,0,,1,270.0,1,Beltline S,4200,Seminole,594082.2956193737,730570.1117775884
939,4572,4572,Todd & Pelham (SB),This stop (#4572) is southbound on the 3098 block of Todd Dr nearside Pelham Rd,43.029999,-89.425016,MMT,CMAD,0,,3,180.0,1,Todd,3098,Pelham,595592.2177094026,729969.0672889525
940,4573,4573,Lovell & Chalet Gardens (EB),This stop (#4573) is eastbound on the 4999 block of Lovell Ln farside Chalet Gardens Rd,43.026646,-89.461877,MMT,CFIT,0,,1,90.0,0,Lovell,4999,Chalet Gardens,592572.9431339595,729783.1433068262
941,4580,4580,Red Arrow & Pawnee (SB),This stop (#4580) is southbound on the 2498 block of Red Arrow Trl nearside Pawnee Pass,43.026665,-89.455808,MMT,CFIT,0,,3,180.0,0,Red Arrow,2498,Pawnee,593066.3867602722,729754.5078621721
942,4582,4582,Helene & Britta (SB),This stop (#4582) is southbound on the 1800 block of Helene Pkwy nearside Britta Pkwy,43.034759,-89.453011,MMT,CMAD,0,,3,180.0,0,Helene,1800,Britta,593349.647711022,730638.5127975002
943,4589,4589,King James & Williamsburg (NB),This stop (#4589) is northbound on the 2601 block of King James Way nearside Williamsburg Way,43.024124,-89.479121,MMT,CFIT,0,,3,0.0,0,King James,2601,Williamsburg,591153.7838833448,729590.8497303812
944,4592,4592,Mckee & Richardson (WB),This stop (#4592) is westbound on the 5732 block of Mckee Rd farside Richardson St,43.015782,-89.440458,MMT,CFIT,0,,1,270.0,0,Mckee,5732,Richardson,594239.1206986997,728469.2682103877
945,4613,4613,Post & Traceway (EB),This stop (#4613) is eastbound on the 2399 block of Post Rd farside Traceway Dr,43.026589,-89.419082,MMT,CFIT,0,,1,90.0,1,Post,2399,Traceway,596051.1482490065,729560.8257357664
946,4622,4622,Fish Hatchery & Greenway (SB),This stop (#4622) is southbound on the 2800 block of Fish Hatchery Rd farside Greenway Cross,43.031136,-89.409595,MMT,CFIT,0,,1,180.0,0,Fish Hatchery,2800,Greenway,596853.4520039014,730017.7740336636
947,4623,4623,E Verona & Enterprise (EB),This stop (#4623) is eastbound on the 499 block of Verona Ave (E) nearside Enterprise Dr,42.992557,-89.526432,MMT,CVER,0,,3,90.0,1,E Verona,499,Enterprise,587086.882795223,726330.0262422012
948,4625,4625,S Fish Hatchery & Lacy (NB),This stop (#4625) is northbound on the 2700 block of Fish Hatchery Rd (S) farside Lacy Rd,43.001469,-89.427728,MMT,CFIT,0,,1,0.0,1,S Fish Hatchery,2700,Lacy,595175.7112016109,726816.8295011611
949,4637,4637,Fish Hatchery & Traceway (NB),This stop (#4637) is northbound on the 3099 block of Fish Hatchery Rd farside Traceway Dr,43.024198,-89.414469,MMT,CFIT,0,,1,0.0,1,Fish Hatchery,3099,Traceway,596409.735219721,729272.3268463217
950,4641,4641,Hardrock & Limestone (NB),This stop (#4641) is northbound on the 2800 block of Hardrock Rd farside Limestone Ln,43.012316,-89.478495,MMT,CFIT,0,,1,0.0,0,Hardrock,2800,Limestone,591122.6912083148,728277.4169332299
951,4643,4643,S Whitney & Kroncke (NB),This stop (#4643) is northbound on the 2301 block of Whitney Way (S) nearside Kroncke Dr,43.027545,-89.475115,MMT,CMAD,0,,3,0.0,1,S Whitney,2301,Kroncke,591503.1514483385,729950.0890535088
952,4648,4648,E Cheryl & Crinkle Root (WB),This stop (#4648) is westbound on the 5198 block of E Cheryl Pkwy nearside Crinkle Root Dr,43.007017,-89.399585,MMT,CFIT,0,,3,270.0,0,E Cheryl,5198,Crinkle Root,597502.2559399252,727291.1420102448
953,4654,4654,S Whitney & Kroncke (SB),This stop (#4654) is southbound on the 2298 block of Whitney Way (S) nearside Kroncke Dr,43.027876,-89.475596,MMT,CMAD,0,,3,180.0,1,S Whitney,2298,Kroncke,591466.3516501435,729989.2627518399
954,4655,4655,Nakoma & Spring (EB),This stop (#4655) is eastbound on the 3699 block of Nakoma Rd farside Spring Trl,43.05067,-89.436987,MMT,CMAD,0,,1,90.0,0,Nakoma,3699,Spring,594761.530183232,732323.2015065674
955,4660,4660,Mickelson & Walkway (SB),This stop (#4660) is southbound on the 2850 block of Mickelson Pkwy adjacent Pedestrian Walkway,43.011746,-89.429801,MMT,CFIT,0,,2,180.0,0,Mickelson,2850,Walkway,595077.7907385962,727967.6676359875
956,4663,4663,Allied & Thurston (NB),This stop (#4663) is northbound on the 2101 block of Allied Dr nearside Thurston Ln,43.031167,-89.458882,MMT,CMAD,0,,3,0.0,1,Allied,2101,Thurston,592847.6535258513,730269.6423446394
957,4682,4682,Fish Hatchery & Cahill (SB),This stop (#4682) is southbound on the 3400 block of Fish Hatchery Rd farside Cahill Main,43.016321,-89.423264,MMT,CFIT,0,,1,180.0,0,Fish Hatchery,3400,Cahill,595640.7049617344,728442.4329508742
958,4685,4685,Beltline S & Seminole (EB),This stop (#4685) is eastbound on the 4245 block of Beltline Frontage (S) nearside Seminole Hwy,43.034339,-89.444732,MMT,CMAD,0,,3,90.0,1,Beltline S,4245,Seminole,594019.6136839597,730550.0567261355
959,4688,4688,Beltline S & Underpass (WB),This stop (#4688) is westbound on the 4398 block of Beltline Frontage (S) adjacent Pedestrian Underpass,43.036012,-89.452111,MMT,CMAD,0,,2,270.0,1,Beltline S,4398,Underpass,593431.4470796685,730773.0014676442
960,4699,4699,Caddis & Cahill (EB),This stop (#4699) is eastbound on the 5401 block of Caddis Bend farside Cahill Main,43.019624,-89.420341,MMT,CFIT,0,,1,90.0,0,Caddis,5401,Cahill,595901.0125375099,728794.2593716166
961,4700,4700,Crawford & Helene (WB),This stop (#4700) is westbound on the 4398 block of Crawford Dr nearside Helene Pkwy,43.032342,-89.452603,MMT,CMAD,0,,3,270.0,0,Crawford,4398,Helene,593366.1131226317,730368.2424409119
962,4701,4701,Brendan & Chapel Valley (EB),This stop (#4701) is eastbound on the 5599 block of Brendan Ave farside Chapel Valley Rd,43.013966,-89.431688,MMT,CFIT,0,,1,90.0,0,Brendan,5599,Chapel Valley,594939.6347411654,728223.5205655596
963,4707,4707,Fish Hatchery & Caddis (NB),This stop (#4707) is northbound on the 3699 block of Fish Hatchery Rd farside Caddis Bend,43.019436,-89.418898,MMT,CFIT,0,,1,0.0,0,Fish Hatchery,3699,Caddis,596017.033087329,728766.1439278988
964,4711,4711,Hardrock & Mckee (NB),This stop (#4711) is northbound on the 2898 block of Hardrock Rd nearside Mckee Rd,43.015047,-89.477671,MMT,CFIT,0,,3,0.0,0,Hardrock,2898,Mckee,591208.6414466307,728576.2640925564
965,4712,4712,Watford & Stewart (SB),This stop (#4712) is southbound on the 3100 block of Watford Way farside Stewart St,43.029818,-89.399725,MMT,CMAD,0,,1,180.0,1,Watford,3100,Stewart,597646.6898799231,729822.0605129977
966,4714,4714,Verona E & Red Arrow (WB),This stop (#4714) is westbound on the 4698 block of Verona Frontage (E) nearside Red Arrow Trl,43.032663,-89.45792,MMT,CMAD,0,,3,270.0,1,Verona E,4698,Red Arrow,592936.1864297517,730430.7750647468
967,4718,4718,Nakoma & Spring (WB),This stop (#4718) is westbound on the 3600 block of Nakoma Rd nearside Spring Trl,43.0505,-89.437246,MMT,CMAD,0,,3,270.0,0,Nakoma,3600,Spring,594739.3152848817,732305.6424558967
968,4719,4719,Beltline S & Underpass (EB),This stop (#4719) is eastbound on the 4399 block of Beltline Frontage (S) opposite Pedestrian Underpass,43.035896,-89.452407,MMT,CMAD,0,,4,90.0,1,Beltline S,4399,Underpass,593406.5895609248,730761.6265502957
969,4722,4722,E Cheryl & Big Bluestem (WB),This stop (#4722) is westbound on the 5250 block of E Cheryl Pkwy farside Big Bluestem Pkwy,43.007054,-89.40368,MMT,CFIT,0,,1,270.0,0,E Cheryl,5250,Big Bluestem,597169.52555171,727315.7618307294
970,4732,4732,W Verona & N Main (WB),This stop (#4732) is westbound on the 100 block of Verona Ave (W) farside Main St (N),42.990501,-89.534012,MMT,CVER,0,,1,270.0,1,W Verona,100,N Main,586455.9969546789,726140.8700472653
971,4739,4739,Greenway & Coho (EB),This stop (#4739) is eastbound on the 1955 block of Greenway Cross farside Coho St,43.030814,-89.414283,MMT,CFIT,0,,1,90.0,1,Greenway,1955,Coho,596470.2011101437,730005.5657023892
972,4743,4743,Mohawk & Danbury (EB),This stop (#4743) is eastbound on the 4245 block of Mohawk Dr farside Danbury St,43.037634,-89.446312,MMT,CMAD,0,,1,90.0,0,Mohawk,4245,Danbury,593913.9302308345,730923.6758394558
973,4751,4751,Verona W & Beltline S (NB),This stop (#4751) is northbound on the 4501 block of Verona Frontage (W) nearside Beltline Frontage (S),43.036074,-89.45427,MMT,CMAD,0,,3,0.0,1,Verona W,4501,Beltline S,593256.4105448306,730790.8041944348
974,4752,4752,Fish Hatchery & Post (SB),This stop (#4752) is southbound on the 3000 block of Fish Hatchery Rd farside Post Rd,43.026329,-89.413136,MMT,CFIT,0,,1,180.0,0,Fish Hatchery,3000,Post,596532.6974263007,729502.1099433072
975,4755,4755,Mckee & Commerce Park (EB),This stop (#4755) is eastbound on the 6099 block of Mckee Rd farside Commerce Park Dr,43.015257,-89.467027,MMT,CFIT,0,,1,90.0,1,Mckee,6099,Commerce Park,592075.4438162935,728545.4909810708
976,4761,4761,Beltline S & Whenona (EB),This stop (#4761) is eastbound on the 4301 block of Beltline Frontage (S) nearside Whenona Dr,43.034759,-89.448705,MMT,CMAD,0,,3,90.0,1,Beltline S,4301,Whenona,593699.6103501694,730616.7376207857
977,4766,4766,Research Park & Lacy (SB),This stop (#4766) is southbound on the 2701 block of Research Park Dr nearside Lacy Rd,43.001353,-89.425607,MMT,CFIT,0,,3,180.0,0,Research Park,2701,Lacy,595347.395618546,726793.2775661981
978,4767,4767,Lacy & S Fish Hatchery (EB),This stop (#4767) is eastbound on the 5551 block of Lacy Rd farside Fish Hatchery Rd (S),43.001102,-89.42742,MMT,CFIT,0,,1,90.0,0,Lacy,5551,S Fish Hatchery,595198.2359646318,726774.5540182367
979,4769,4769,Crescent & Red Arrow (EB),This stop (#4769) is eastbound on the 4601 block of Crescent Rd nearside Red Arrow Trl,43.025304,-89.455807,MMT,CFIT,0,,3,90.0,1,Crescent,4601,Red Arrow,593057.0617716054,729603.4786622472
980,4770,4770,Mohawk & Seminole (WB),This stop (#4770) is westbound on the 4200 block of Mohawk Dr farside Seminole Hwy,43.037831,-89.443721,MMT,CMAD,0,,1,270.0,1,Mohawk,4200,Seminole,594125.8581572436,730932.4499138063
981,4776,4776,Beltline S & River Bend (WB),This stop (#4776) is westbound on the 3600 block of Beltline Frontage (S) nearside River Bend Rd,43.035146,-89.434985,MMT,TMAD,0,,3,270.0,0,Beltline S,3600,River Bend,594817.3507591195,730590.4261821982
982,4777,4777,Verona & Highway Ramp (EB),This stop (#4777) is eastbound on the 4501 block of Verona Rd nearside Highway Ramp,43.036388,-89.453085,MMT,CMAD,0,,3,90.0,1,Verona,4501,Highway Ramp,593354.8859787022,730819.6520703365
983,4782,4782,Beltline S & Todd (WB),This stop (#4782) is westbound on the 2698 block of Beltline Frontage (S) nearside Todd Dr,43.035066,-89.422672,MMT,CMAD,0,,3,270.0,1,Beltline S,2698,Todd,595817.5295562652,730519.5572266394
984,4787,4787,Coho & Beltline S (NB),This stop (#4787) is northbound on the 2801 block of Coho St nearside Beltline Frontage (S),43.034511,-89.414825,MMT,CMAD,0,,3,0.0,0,Coho,2801,Beltline S,596451.4888693322,730418.5420642399
985,4788,4788,Royal Wulff & High Ridge (SB),This stop (#4788) is southbound on the 3098 block of Royal Wulff Ter farside High Ridge Trl,43.021226,-89.421599,MMT,CFIT,0,,1,180.0,0,Royal Wulff,3098,High Ridge,595809.7383210589,728978.3552261116
986,4790,4790,Fish Hatchery & Greenway (SB),This stop (#4790) is southbound on the 2798 block of Fish Hatchery Rd nearside Greenway Cross,43.031977,-89.40899,MMT,TMAD,0,,3,180.0,1,Fish Hatchery,2798,Greenway,596908.3849980329,730108.0657198916
987,4791,4791,Allied & Lovell (NB),This stop (#4791) is northbound on the 2351 block of Allied Dr farside Lovell Ln,43.027076,-89.459546,MMT,CMAD,0,,1,0.0,1,Allied,2351,Lovell,592765.3898330556,729819.0458265131
988,4798,4798,Verona E & Atticus (SB),This stop (#4798) is southbound on the 4630 block of Verona Frontage (E) farside Atticus Way,43.033666,-89.455922,MMT,CMAD,0,,1,180.0,1,Verona E,4630,Atticus,593105.5076479346,730531.9578876088
989,4801,4801,Research Park & Lacy (NB),This stop (#4801) is northbound on the 2700 block of Research Park Dr farside Lacy Rd,43.001541,-89.425311,MMT,CFIT,0,,1,0.0,0,Research Park,2700,Lacy,595372.758004119,726812.6490109512
990,4806,4806,Allied & Lovell (SB),This stop (#4806) is southbound on the 2400 block of Allied Dr farside Lovell Ln,43.026548,-89.459916,MMT,CMAD,0,,1,180.0,1,Allied,2400,Lovell,592731.6628489741,729762.3307798906
991,4812,4812,W Verona & Westridge (WB),This stop (#4812) is westbound on the 800 block of Verona Ave (W) farside Westridge Pkwy,42.98804,-89.553476,MMT,CVER,0,,1,270.0,1,W Verona,800,Westridge,584855.6800580191,725968.1455811505
992,4818,4818,Todd & Greenway (SB),This stop (#4818) is southbound on the 2936 block of Todd Dr nearside Greenway Vw,43.031844,-89.423215,MMT,CMAD,0,,3,180.0,1,Todd,2936,Greenway,595751.2740831857,730164.7452716264
993,4821,4821,S Fish Hatchery & Cheryl (NB),This stop (#4821) is northbound on the 2760 block of Fish Hatchery Rd (S) nearside Cheryl Dr,43.004951,-89.427544,MMT,CFIT,0,,3,0.0,0,S Fish Hatchery,2760,Cheryl,595214.602967544,727202.2851787984
994,4822,4822,Hardrock & Mckee (SB),This stop (#4822) is southbound on the 2999 block of Hardrock Rd farside Mckee Rd,43.015315,-89.477955,MMT,CFIT,0,,1,180.0,0,Hardrock,2999,Mckee,591187.4129992998,728607.4464489829
995,4824,4824,Mickelson & S Fish Hatchery (WB),This stop (#4824) is westbound on the 2801 block of Mickelson Pkwy farside Fish Hatchery Rd (S),43.007932,-89.428543,MMT,CFIT,0,,1,270.0,0,Mickelson,2801,S Fish Hatchery,595153.8584419182,727538.1058758638
996,4830,4830,Seminole & Doncaster (SB),This stop (#4830) is southbound on the 1600 block of Seminole Hwy farside Doncaster Dr,43.035808,-89.443733,MMT,CMAD,0,,1,180.0,0,Seminole,1600,Doncaster,594110.9349538051,730708.0228149545
997,4836,4836,Fitchrona & King James (WB),This stop (#4836) is westbound on the 3099 block of Fitchrona Rd farside King James Way,43.019032,-89.474097,MMT,CFIT,0,,1,270.0,1,Fitchrona,3099,King James,591526.8455791345,729000.2819121209
998,4837,4837,Post & Leopold (EB),This stop (#4837) is eastbound on the 2599 block of Post Rd farside Leopold Way,43.026356,-89.423227,MMT,CFIT,0,,1,90.0,1,Post,2599,Leopold,595712.6162762564,729555.8095064699
999,4838,4838,E Verona & Hometown (WB),This stop (#4838) is westbound on the 698 block of Verona Ave (E) farside Hometown Cir,42.994093,-89.519406,MMT,CVER,0,,1,270.0,1,E Verona,698,Hometown,587669.0361990668,726464.3879156834
1000,4841,4841,Beltline S & Todd (EB),This stop (#4841) is eastbound on the 2701 block of Beltline Frontage (S) nearside Todd Dr,43.03486,-89.423054,MMT,CMAD,0,,3,90.0,1,Beltline S,2701,Todd,595785.0682396167,730498.6184788009
1001,4842,4842,Mckee & Seminole (WB),This stop (#4842) is westbound on the 6000 block of Mckee Rd farside Seminole Hwy,43.015582,-89.455753,MMT,CFIT,0,,1,270.0,1,Mckee,6000,Seminole,592994.2606738069,728524.4035318121
1002,4844,4844,Fish Hatchery & Pike (SB),This stop (#4844) is southbound on the 2900 block of Fish Hatchery Rd farside Pike Dr,43.028566,-89.411458,MMT,CFIT,0,,1,180.0,1,Fish Hatchery,2900,Pike,596684.4211599771,729741.927424103
1003,4845,4845,Fish Hatchery & Emil (NB),This stop (#4845) is northbound on the 2599 block of Fish Hatchery Rd farside Emil St,43.036793,-89.40493,MMT,CMAD,0,,1,0.0,1,Fish Hatchery,2599,Emil,597271.3279615343,730622.1490897838
1004,4847,4847,Crescent & Allied (EB),This stop (#4847) is eastbound on the 4899 block of Crescent Rd farside Allied Dr,43.02465,-89.459532,MMT,CMAD,0,,1,90.0,0,Crescent,4899,Allied,592749.7485236723,729549.7732382693
1005,4848,4848,Nakoma & Seminole (SB),This stop (#4848) is southbound on the 4100 block of Nakoma Rd farside Seminole Hwy,43.043757,-89.444217,MMT,CMAD,0,,1,180.0,1,Nakoma,4100,Seminole,594126.4105889297,731592.5514315683
1006,4849,4849,Allied & Jenewein (NB),This stop (#4849) is northbound on the 2299 block of Allied Dr farside Jenewein Rd,43.029233,-89.459201,MMT,CMAD,0,,1,0.0,1,Allied,2299,Jenewein,592808.3503808876,730056.6505649341
1007,4851,4851,Mohawk & Nakoma (EB),This stop (#4851) is eastbound on the 4323 block of Mohawk Dr farside Nakoma Rd,43.038259,-89.450754,MMT,CMAD,0,,1,90.0,1,Mohawk,4323,Nakoma,593557.2466572553,731015.4817398383
1008,4856,4856,Crescent & Red Arrow (WB),This stop (#4856) is westbound on the 4600 block of Crescent Rd farside Red Arrow Trl,43.025654,-89.455536,MMT,CFIT,0,,1,270.0,1,Crescent,4600,Red Arrow,593081.509100369,729640.9446312301
1009,4861,4861,Red Arrow & Thurston (NB),This stop (#4861) is northbound on the 2099 block of Red Arrow Trl farside Thurston Ln,43.031589,-89.456538,MMT,CFIT,0,,1,0.0,1,Red Arrow,2099,Thurston,593041.0856566837,730304.5995941733
1010,4862,4862,S Fish Hatchery & Mickelson (SB),This stop (#4862) is southbound on the 2800 block of Fish Hatchery Rd (S) nearside Mickelson Pkwy,43.008138,-89.42837,MMT,CFIT,0,,3,180.0,0,S Fish Hatchery,2800,Mickelson,595169.3412660104,727560.0935573367
1011,4865,4865,S Midvale & Yuma (NB),This stop (#4865) is northbound on the 901 block of Midvale Blvd (S) farside Yuma Dr,43.046048,-89.450893,MMT,CMAD,0,,1,0.0,0,S Midvale,901,Yuma,593599.7303892714,731880.5116296045
1012,4873,4873,Beltline S & River Bend (EB),This stop (#4873) is eastbound on the 3601 block of Beltline Frontage (S) nearside River Bend Rd,43.034914,-89.435244,MMT,TMAD,0,,3,90.0,0,Beltline S,3601,River Bend,594794.7040202351,730565.9871610967
1013,4876,4876,Beltline S & Sergenians (WB),This stop (#4876) is westbound on the 2800 block of Beltline Frontage (S) opposite Sergenians,43.035156,-89.425127,MMT,CMAD,0,,4,270.0,1,Beltline S,2800,Sergenians,595618.6188112588,730541.8922486425
1014,4879,4879,Nakoma & Whenona (EB),This stop (#4879) is eastbound on the 4299 block of Nakoma Rd farside Whenona Dr,43.040212,-89.448398,MMT,CMAD,0,,1,90.0,0,Nakoma,4299,Whenona,593762.1932028611,731220.2910092686
1015,4886,4886,Greenway & Bryant (WB),This stop (#4886) is westbound on the 1800 block of Greenway Cross farside Bryant Rd,43.031243,-89.411149,MMT,CFIT,0,,1,270.0,1,Greenway,1800,Bryant,596727.8745648332,730037.4431620247
1016,4887,4887,Research Park & E Cheryl (NB),This stop (#4887) is northbound on the 2750 block of Research Park Dr nearside E Cheryl Pkwy,43.004907,-89.425163,MMT,CFIT,0,,3,0.0,0,Research Park,2750,E Cheryl,595407.9140023484,727185.4150313822
1017,4889,4889,E Verona & Hometown (EB),This stop (#4889) is eastbound on the 699 block of Verona Ave (E) nearside Hometown Cir,42.993736,-89.51906,MMT,CVER,0,,3,90.0,1,E Verona,699,Hometown,587694.6762394188,726423.0014993974
1018,4894,4894,Fish Hatchery & Caddis (SB),This stop (#4894) is southbound on the 3700 block of Fish Hatchery Rd farside Caddis Bend,43.01906,-89.419786,MMT,CFIT,0,,1,180.0,0,Fish Hatchery,3700,Caddis,595942.2619630555,728728.883400132
1019,4900,4900,S Fish Hatchery & Brendan (SB),This stop (#4900) is southbound on the 2950 block of Fish Hatchery Rd (S) nearside Brendan Ave,43.013877,-89.427038,MMT,CFIT,0,,3,180.0,0,S Fish Hatchery,2950,Brendan,595317.0835725497,728190.2225517948
1020,4905,4905,W Verona & Legion (EB),This stop (#4905) is eastbound on the 507 block of Verona Ave (W) farside Legion St,42.989036,-89.540667,MMT,CVER,0,,1,90.0,1,W Verona,507,Legion,585904.4570573836,726012.5833326671
1021,4909,4909,Britta & Verona E (EB),This stop (#4909) is eastbound on the 4499 block of Britta Pkwy farside Verona Frontage (E),43.034964,-89.453998,MMT,CMAD,0,,1,90.0,1,Britta,4499,Verona E,593270.8474871959,730666.2547970314
1022,4910,4910,Post & Index (WB),This stop (#4910) is westbound on the 1398 block of Post Rd nearside Index Rd,43.025496,-89.40867,MMT,CFIT,0,,3,270.0,0,Post,1398,Index,596890.0240425161,729387.2652019811
1023,4914,4914,Grandview & Sandwood (SB),This stop (#4914) is southbound on the 3298 block of Grandview Blvd nearside Sandwood Way,43.026982,-89.431505,MMT,CMAD,0,,3,180.0,1,Grandview,3298,Sandwood,595044.0334999764,729666.9459533831
1024,4916,4916,Mohawk & Whenona (WB),This stop (#4916) is westbound on the 4300 block of Mohawk Dr farside Whenona Dr,43.037857,-89.448965,MMT,CMAD,0,,1,270.0,0,Mohawk,4300,Whenona,593699.8614053174,730961.8283280027
1025,4918,4918,W Verona & Half Mile (WB),This stop (#4918) is westbound on the 600 block of Verona Ave (W) farside Half Mile Rd,42.988503,-89.546165,MMT,CVER,0,,1,270.0,0,W Verona,600,Half Mile,585453.5519214812,725981.7844774813
1026,4927,4927,Mohawk & Whenona (EB),This stop (#4927) is eastbound on the 4301 block of Mohawk Dr nearside Whenona Dr,43.037642,-89.44878,MMT,CMAD,0,,3,90.0,0,Mohawk,4301,Whenona,593713.4123305706,730937.0352283677
1027,4929,4929,Seminole & Doncaster (NB),This stop (#4929) is northbound on the 1501 block of Seminole Hwy nearside Doncaster Dr,43.035942,-89.443437,MMT,CMAD,0,,3,0.0,1,Seminole,1501,Doncaster,594135.9153778712,730721.3978291292
1028,4935,4935,Mckee & Osmundsen (EB),This stop (#4935) is eastbound on the 5799 block of Mckee Rd farside Osmundsen Rd,43.015378,-89.44686,MMT,CFIT,0,,1,90.0,0,Mckee,5799,Osmundsen,593715.8515503788,728456.7765836875
1029,4936,4936,S Fish Hatchery & Cheryl (SB),This stop (#4936) is southbound on the 2761 block of Fish Hatchery Rd (S) nearside Cheryl Dr,43.005229,-89.428,MMT,CFIT,0,,3,180.0,0,S Fish Hatchery,2761,Cheryl,595179.4335682122,727235.4301516727
1030,4941,4941,Fish Hatchery & High Ridge (NB),This stop (#4941) is northbound on the 3299 block of Fish Hatchery Rd farside High Ridge Trl,43.021316,-89.417158,MMT,CFIT,0,,1,0.0,1,Fish Hatchery,3299,High Ridge,596171.3818007354,728966.0207442741
1031,4945,4945,Post & Todd (EB),This stop (#4945) is eastbound on the 2801 block of Post Rd nearside Todd Dr,43.026741,-89.426126,MMT,CMAD,0,,3,90.0,1,Post,2801,Todd,595479.611788973,729613.1176531935
1032,4953,4953,Post & Coho (EB),This stop (#4953) is eastbound on the 1999 block of Post Rd farside Coho St,43.026767,-89.414579,MMT,CFIT,0,,1,90.0,1,Post,1999,Coho,596418.4021970613,729557.9586467927
1033,4955,4955,Greenway & Fish Hatchery (EB),This stop (#4955) is eastbound on the 1599 block of Greenway Cross farside Fish Hatchery Rd,43.031279,-89.407917,MMT,CMAD,0,,1,90.0,1,Greenway,1599,Fish Hatchery,596990.8202116345,730025.2281458289
1034,4957,4957,Whenona & Beltline S (NB),This stop (#4957) is northbound on the 1801 block of Whenona Dr nearside Beltline Frontage (S),43.034652,-89.448409,MMT,CMAD,0,,3,0.0,1,Whenona,1801,Beltline S,593722.9288549555,730603.3679760606
1035,4963,4963,Mckee & Chapel Valley (EB),This stop (#4963) is eastbound on the 6099 block of Mckee Rd farside Chapel Valley Rd,43.015541,-89.431516,MMT,CFIT,0,,1,90.0,0,Mckee,6099,Chapel Valley,594964.451246701,728397.4260423408
1036,4964,4964,Nakoma & Whenona (WB),This stop (#4964) is westbound on the 4300 block of Nakoma Rd farside Whenona Dr,43.03997,-89.449114,MMT,CMAD,0,,1,270.0,0,Nakoma,4300,Whenona,593702.336527986,731197.0557631138
1037,4967,4967,Chalet Gardens & Verona E (EB),This stop (#4967) is eastbound on the 2300 block of Chalet Gardens Rd farside Verona Frontage (E),43.027701,-89.463839,MMT,CFIT,0,,1,90.0,0,Chalet Gardens,2300,Verona E,592420.7676372145,729910.1582696612
1038,4968,4968,Beltline S & Landmark (WB),This stop (#4968) is westbound on the 3100 block of Beltline Frontage (S) nearside Landmark Pl,43.034959,-89.428619,MMT,CMAD,0,,3,270.0,1,Beltline S,3100,Landmark,595333.4551171123,730537.6054118124
1039,4970,4970,Lacy & Central Park (WB),This stop (#4970) is westbound on the 5000 block of Lacy Rd farside Central Park Pl,43.008966,-89.389002,MMT,CFIT,0,,1,270.0,1,Lacy,5000,Central Park,598376.1037211574,727454.484181064
1040,4971,4971,E Cheryl & Agrace (EB),This stop (#4971) is eastbound on the 5395 block of E Cheryl Pkwy adjacent Agrace Campus,43.004889,-89.416543,MMT,CFIT,0,,2,90.0,0,E Cheryl,5395,Agrace,596108.7375124359,727140.0663712402
1041,4972,4972,Williamsburg & S Whitney (WB),This stop (#4972) is westbound on the 5600 block of Williamsburg Way farside Whitney Way (S),43.024555,-89.475359,MMT,CFIT,0,,1,270.0,0,Williamsburg,5600,S Whitney,591462.5732401006,729619.5470826011
