,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,jurisdiction_id,location_type,parent_station,relative_position,cardinal_direction,wheelchair_boarding,primary_street,address_range,cross_location,stop_x,stop_y
340,1499,1499,Winnebago & Atwood (NB),This stop (#1499) is northbound on the 2001 block of Winnebago St farside Atwood Ave,43.09222,-89.354868,MMT,CMAD,0,,1,0.0,1,Winnebago,2001,Atwood,601715.4726863063,736523.7722037714
341,1504,1504,Aberg & Ruskin (WB),This stop (#1504) is westbound on the 1798 block of Aberg Ave farside Ruskin St,43.114329,-89.361825,MMT,CMAD,0,,1,270.0,1,Aberg,1798,Ruskin,601300.5103041837,739011.957433807
342,1505,1505,Jenifer & S Ingersoll (EB),This stop (#1505) is eastbound on the 1099 block of Jenifer St nearside Ingersoll St (S),43.081151,-89.365311,MMT,CMAD,0,,3,90.0,1,Jenifer,1099,S Ingersoll,600792.3830670547,735347.140981076
343,1509,1509,Williamson & S Blount (EB),This stop (#1509) is eastbound on the 699 block of Williamson St farside Blount St (S),43.07717,-89.372784,MMT,CMAD,0,,1,90.0,1,Williamson,699,S Blount,600158.4096376005,734942.4802782396
344,1513,1513,E Washington & Yahara (EB),This stop (#1513) is eastbound on the 1851 block of E Washington Ave adjacent Yahara River,43.089771,-89.362415,MMT,CMAD,0,,2,90.0,1,E Washington,1851,Yahara,601086.0477870293,736289.4062459862
345,1518,1518,North & E Johnson (SB),This stop (#1518) is southbound on the 298 block of North St farside Johnson St (E),43.102845,-89.350325,MMT,CMAD,0,,1,180.0,1,North,298,E Johnson,602156.2544374516,737680.4538252989
346,1519,1519,Oakridge & Maple (EB),This stop (#1519) is eastbound on the 2999 block of Oakridge Ave nearside Maple Ave,43.090825,-89.340743,MMT,CMAD,0,,3,90.0,1,Oakridge,2999,Maple,602853.0072250804,736299.0631594807
347,1526,1526,Williamson & S Dickinson (WB),This stop (#1526) is westbound on the 1398 block of Williamson St farside Dickinson St (S),43.085634,-89.361147,MMT,CMAD,0,,1,270.0,1,Williamson,1398,S Dickinson,601160.960031823,735823.9901952904
348,1530,1530,Jenifer & S Baldwin (WB),This stop (#1530) is westbound on the 1298 block of Jenifer St farside Baldwin St (S),43.083674,-89.362111,MMT,CMAD,0,,1,270.0,1,Jenifer,1298,S Baldwin,601069.381639678,735611.2540820836
349,1533,1533,Sherman & Mcguire (EB),This stop (#1533) is eastbound on the 2099 block of Sherman Ave nearside Mcguire St,43.101098,-89.365319,MMT,TMAD,0,,3,90.0,1,Sherman,2099,Mcguire,600927.1091860379,737560.8971289953
350,1536,1536,Jenifer & S Paterson (WB),This stop (#1536) is westbound on the 900 block of Jenifer St nearside Paterson St (S),43.078985,-89.368807,MMT,CMAD,0,,3,270.0,1,Jenifer,900,S Paterson,600493.7469699222,735124.1306696695
351,1538,1538,Winnebago & S Fourth (SB),This stop (#1538) is southbound on the 2200 block of Winnebago St nearside Fourth St (S),43.095317,-89.352766,MMT,CMAD,0,,3,180.0,1,Winnebago,2200,S Fourth,601907.1200375652,736857.0678598026
352,1555,1555,N Fair Oaks & Milwaukee (NB),This stop (#1555) is northbound on the 1 block of Fair Oaks Ave (N) farside Milwaukee St,43.099942,-89.331767,MMT,CMAD,0,,1,0.0,0,N Fair Oaks,1,Milwaukee,603643.3380443155,737266.5880471694
353,1558,1558,State & W Dayton (WB),This stop (#1558) is westbound on the 198 block of State St nearside Dayton St (W),43.074847,-89.387834,MMT,CMAD,0,,3,270.0,1,State,198,W Dayton,598920.2243753094,734759.661181278
354,1559,1559,Jenifer & S Few (EB),This stop (#1559) is eastbound on the 1199 block of Jenifer St nearside Few St (S),43.082421,-89.36352,MMT,CMAD,0,,3,90.0,1,Jenifer,1199,S Few,600946.4543867521,735479.191052601
355,1561,1561,N Sherman & Roth (NB),This stop (#1561) is northbound on the 1101 block of Sherman Ave (N) farside Roth St,43.111841,-89.363667,MMT,CMAD,0,,1,0.0,0,N Sherman,1101,Roth,601134.1170472307,738744.9719506542
356,1565,1565,E Washington & S Paterson (EB),This stop (#1565) is eastbound on the 901 block of E Washington Ave farside Paterson St (S),43.082353,-89.372916,MMT,CMAD,0,,1,90.0,1,E Washington,901,S Paterson,600182.9185183605,735518.3365395982
357,1575,1575,Winnebago & Linden (NB),This stop (#1575) is northbound on the 2099 block of Winnebago St nearside Linden Ave,43.094171,-89.353335,MMT,CMAD,0,,3,0.0,1,Winnebago,2099,Linden,601853.1609530293,736732.7015195447
358,1577,1577,Sherman & N Thornton (EB),This stop (#1577) is eastbound on the 1501 block of Sherman Ave farside Thornton Ave (N),43.094439,-89.369906,MMT,CMAD,0,,1,90.0,1,Sherman,1501,N Thornton,600509.4694779234,736844.6643395975
359,1579,1579,E Washington & S Blair (EB),This stop (#1579) is eastbound on the 599 block of E Washington Ave nearside Blair St (S),43.078282,-89.378684,MMT,CMAD,0,,3,90.0,1,E Washington,599,S Blair,599686.7825466379,735095.2537763861
360,1585,1585,Commercial & Packers (EB),This stop (#1585) is eastbound on the 2301 block of Commercial Ave farside Packers Ave,43.106715,-89.354273,MMT,CMAD,0,,1,90.0,1,Commercial,2301,Packers,601861.9406454978,738129.5037454683
361,1587,1587,S Fair Oaks & Atwood (NB),This stop (#1587) is northbound on the 299 block of Fair Oaks Ave (S) farside Atwood Ave,43.093976,-89.340604,MMT,CMAD,0,,1,0.0,1,S Fair Oaks,299,Atwood,602885.5720335314,736648.0810729286
362,1593,1593,N Franklin & E Johnson (NB),This stop (#1593) is northbound on the 301 block of Franklin St (N) farside Johnson St (E),43.080253,-89.382584,MMT,CMAD,0,,1,0.0,0,N Franklin,301,E Johnson,599383.4576643824,735333.420710733
363,1598,1598,North & E Mifflin (SB),This stop (#1598) is southbound on the 100 block of North St nearside Mifflin St (E),43.101395,-89.349622,MMT,CMAD,0,,3,180.0,1,North,100,E Mifflin,602203.5183689198,737516.0501319007
364,1605,1605,Commercial & North Lawn (EB),This stop (#1605) is eastbound on the 2799 block of Commercial Ave nearside North Lawn Ave,43.106684,-89.345541,MMT,CMAD,0,,3,90.0,0,Commercial,2799,North Lawn,602570.5965540379,738082.8503035859
365,1615,1615,Jenifer & S Paterson (EB),This stop (#1615) is eastbound on the 899 block of Jenifer St nearside Paterson St (S),43.078654,-89.368869,MMT,CMAD,0,,3,90.0,1,Jenifer,899,S Paterson,600486.4634762428,735087.7049846596
366,1618,1618,E Washington & N Webster (WB),This stop (#1618) is westbound on the 198 block of E Washington Ave farside Webster St (N),43.076009,-89.382488,MMT,CMAD,0,,1,270.0,1,E Washington,198,N Webster,599362.3509347591,734861.9552167807
367,1622,1622,Atwood & Oakridge (NB),This stop (#1622) is northbound on the 3300 block of Atwood Ave nearside Oakridge Ave,43.092129,-89.336716,MMT,CMAD,0,,3,0.0,1,Atwood,3300,Oakridge,603188.8094483342,736423.8954084858
368,1624,1624,N First & E Johnson (SB),This stop (#1624) is southbound on the 298 block of First St (N) farside Johnson St (E),43.093871,-89.36188,MMT,CMAD,0,,1,180.0,1,N First,298,E Johnson,601157.2976379956,736741.7703990026
369,1635,1635,North & E Johnson (NB),This stop (#1635) is northbound on the 301 block of North St farside Johnson St (E),43.103454,-89.350324,MMT,CMAD,0,,1,0.0,1,North,301,E Johnson,602160.4562064954,737748.0371539505
370,1636,1636,E Gorham & N Ingersoll (WB),This stop (#1636) is westbound on the 1100 block of Gorham St (E) nearside Ingersoll St (N),43.08777,-89.373443,MMT,CMAD,0,,3,270.0,1,E Gorham,1100,N Ingersoll,600176.9441139214,736122.1292096945
371,1640,1640,S Fair Oaks & Capital City (SB),This stop (#1640) is southbound on the 168 block of Fair Oaks Ave (S) nearside Capitol City Path,43.096096,-89.337872,MMT,CMAD,0,,3,180.0,1,S Fair Oaks,168,Capital City,603121.7138475636,736869.870615633
372,1643,1643,Eastwood & Division (EB),This stop (#1643) is eastbound on the 2051 block of Eastwood Dr farside Division St,43.09254,-89.350706,MMT,CMAD,0,,1,90.0,1,Eastwood,2051,Division,602055.5925270701,736538.6720997707
373,1645,1645,Williamson & Rogers (EB),This stop (#1645) is eastbound on the 1501 block of Williamson St farside Rogers St,43.087343,-89.358898,MMT,CMAD,0,,1,90.0,1,Williamson,1501,Rogers,601355.1817488149,736002.4981633427
374,1650,1650,E Washington & N Ingersoll (WB),This stop (#1650) is westbound on the 1098 block of E Washington Ave farside Ingersoll St (N),43.084716,-89.370296,MMT,CMAD,0,,1,270.0,1,E Washington,1098,N Ingersoll,600411.7485268735,735767.5505972609
375,1659,1659,Winnebago & Lafollette (NB),This stop (#1659) is northbound on the 2299 block of Winnebago St nearside Lafollette Ave,43.09665,-89.351381,MMT,CMAD,0,,3,0.0,1,Winnebago,2299,Lafollette,602028.5973787887,736998.1478561519
376,1660,1660,E Washington & N Paterson (WB),This stop (#1660) is westbound on the 898 block of E Washington Ave farside Paterson St (N),43.082237,-89.373829,MMT,CMAD,0,,1,270.0,1,E Washington,898,N Paterson,600107.9829905304,735510.0048331966
377,1664,1664,E Gorham & N Blount (WB),This stop (#1664) is westbound on the 700 block of Gorham St (E) nearside Blount St (N),43.082741,-89.380595,MMT,CMAD,0,,3,270.0,1,E Gorham,700,N Blount,599561.9316748211,735599.6218356467
378,1675,1675,E Johnson & N Fourth (EB),This stop (#1675) is eastbound on the 2201 block of Johnson St (E) farside Fourth St (N),43.098301,-89.35669,MMT,CMAD,0,,1,90.0,1,E Johnson,2201,N Fourth,601608.7246620834,737207.6778035011
379,1682,1682,Atwood & Ohio (WB),This stop (#1682) is westbound on the 2400 block of Atwood Ave nearside Ohio Ave,43.093837,-89.346939,MMT,CMAD,0,,3,270.0,1,Atwood,2400,Ohio,602370.241848206,736663.9728174044
380,1689,1689,Jenifer & S Baldwin (EB),This stop (#1689) is eastbound on the 1299 block of Jenifer St nearside Baldwin St (S),43.083665,-89.361729,MMT,CMAD,0,,3,90.0,1,Jenifer,1299,S Baldwin,601100.3433074916,735608.3594461242
381,1690,1690,Oakridge & Welch (WB),This stop (#1690) is westbound on the 3200 block of Oakridge Ave nearside Welch Ave,43.091575,-89.338569,MMT,CMAD,0,,3,270.0,1,Oakridge,3200,Welch,603034.6044174385,736371.5606974452
382,1692,1692,Fordem & Mcguire (SB),This stop (#1692) is southbound on the 2100 block of Fordem Ave farside Mcguire St,43.100578,-89.364196,MMT,CMAD,0,,1,180.0,1,Fordem,2100,Mcguire,601014.7538763462,737497.6121294429
383,1695,1695,Rutledge & Walton (EB),This stop (#1695) is eastbound on the 1799 block of Rutledge St nearside Walton Pl,43.08709,-89.353342,MMT,CMAD,0,,3,90.0,0,Rutledge,1799,Walton,601804.6525234033,735946.8805947424
384,1700,1700,S Ingersoll & E Washington (SB),This stop (#1700) is southbound on the 98 block of Ingersoll St (S) farside E Washington Ave,43.084098,-89.36905,MMT,CMAD,0,,1,180.0,1,S Ingersoll,98,E Washington,600508.7379894512,735692.7722214661
385,1704,1704,E Johnson & N Sixth (WB),This stop (#1704) is westbound on the 2400 block of Johnson St (E) nearside Sixth St (N),43.100618,-89.354007,MMT,CMAD,0,,3,270.0,1,E Johnson,2400,N Sixth,601842.2502856014,737451.528141354
386,1707,1707,Fordem & E Johnson (NB),This stop (#1707) is northbound on the 1601 block of Fordem Ave farside Johnson St (E),43.093603,-89.363498,MMT,CMAD,0,,1,0.0,1,Fordem,1601,E Johnson,601024.1024787973,736720.0574762484
387,1715,1715,N Sherman & Oxford (NB),This stop (#1715) is northbound on the 999 block of Sherman Ave (N) nearside Oxford Pl,43.109495,-89.363707,MMT,CMAD,0,,3,0.0,0,N Sherman,999,Oxford,601114.9533174972,738484.806618378
388,1717,1717,N Sherman & Fordem (NB),This stop (#1717) is northbound on the 301 block of Sherman Ave (N) farside Fordem Ave,43.103622,-89.363835,MMT,CMAD,0,,1,0.0,1,N Sherman,301,Fordem,601064.7155886702,737833.6469003246
389,1718,1718,Atwood & S Fair Oaks (WB),This stop (#1718) is westbound on the 2998 block of Atwood Ave farside Fair Oaks (S),43.093958,-89.341283,MMT,CMAD,0,,1,270.0,1,Atwood,2998,S Fair Oaks,602830.3167993566,736649.4382111793
390,1720,1720,Jenifer & Williamson (WB),This stop (#1720) is westbound on the 700 block of Jenifer St nearside Williamson St,43.077325,-89.372372,MMT,CMAD,0,,3,270.0,1,Jenifer,700,Williamson,600192.9255541392,734957.6324852317
391,1726,1726,Oakridge & Atwood (WB),This stop (#1726) is westbound on the 3298 block of Oakridge Ave farside Atwood Ave,43.09204,-89.337334,MMT,CMAD,0,,1,270.0,0,Oakridge,3298,Atwood,603138.0265679201,736417.069055192
392,1730,1730,E Washington & N Baldwin (WB),This stop (#1730) is westbound on the 1298 block of E Washington Ave farside Baldwin St (N),43.087266,-89.366689,MMT,CMAD,0,,1,270.0,1,E Washington,1298,N Baldwin,600721.9819341307,736032.6230219555
393,1737,1737,King & E Wilson (EB),This stop (#1737) is eastbound on the 299 block of King St nearside Wilson St (E),43.074531,-89.379933,MMT,CMAD,0,,3,90.0,1,King,299,E Wilson,599559.8091777011,734685.1994781476
394,1746,1746,Milwaukee & Corry (WB),This stop (#1746) is westbound on the 2700 block of Milwaukee St opposite Corry St,43.100112,-89.34503,MMT,CMAD,0,,4,270.0,1,Milwaukee,2700,Corry,602567.6607108377,737350.9444607443
395,1748,1748,Milwaukee & Farwell (WB),This stop (#1748) is westbound on the 2656 block of Milwaukee St nearside Farwell St,43.100148,-89.346561,MMT,CMAD,0,,3,270.0,1,Milwaukee,2656,Farwell,602443.6028816977,737362.5109404328
396,1750,1750,Jenifer & S Few (WB),This stop (#1750) is westbound on the 1200 block of Jenifer St nearside Few St (S),43.082752,-89.363446,MMT,CMAD,0,,3,270.0,1,Jenifer,1200,S Few,600954.7096910027,735515.5577941427
397,1751,1751,Milwaukee & N Fair Oaks (EB),This stop (#1751) is eastbound on the 3401 block of Milwaukee St farside Fair Oaks Ave (N),43.099405,-89.331817,MMT,CMAD,0,,1,90.0,1,Milwaukee,3401,N Fair Oaks,603635.658823933,737207.2364081616
398,1757,1757,E Washington & Aberg (EB),This stop (#1757) is eastbound on the 3099 block of E Washington Ave nearside Aberg Ave,43.106375,-89.339477,MMT,CMAD,0,,3,90.0,1,E Washington,3099,Aberg,603060.7901528082,738018.5920966581
399,1759,1759,Aberg & Ruskin (EB),This stop (#1759) is eastbound on the 1801 block of Aberg Ave farside Ruskin St,43.114105,-89.361072,MMT,CMAD,0,,1,90.0,1,Aberg,1801,Ruskin,601360.1115822196,738983.3625876608
400,1762,1762,S Sixth & E Washington (SB),This stop (#1762) is southbound on the 2 block of Sixth St (S) farside E Washington Ave,43.098065,-89.350861,MMT,CMAD,0,,1,180.0,1,S Sixth,2,E Washington,602080.3933641581,737152.6125981268
401,1766,1766,North & Hoard (SB),This stop (#1766) is southbound on the 500 block of North St nearside Hoard St,43.105084,-89.351397,MMT,CMAD,0,,3,180.0,0,North,500,Hoard,602084.3763356239,737934.2498887248
402,1767,1767,N Baldwin & E Johnson (NB),This stop (#1767) is northbound on the 301 block of Baldwin St (N) farside Johnson St (E),43.089783,-89.369317,MMT,CMAD,0,,1,0.0,1,N Baldwin,301,E Johnson,600525.6689174392,736325.015771282
403,1774,1774,Oak & E Washington (SB),This stop (#1774) is southbound on the 400 block of Oak St nearside E Washington Ave,43.103889,-89.343296,MMT,CMAD,0,,3,180.0,1,Oak,400,E Washington,602733.9626487549,737761.5546295953
404,1777,1777,Oak & E Washington (NB),This stop (#1777) is northbound on the 401 block of Oak St farside E Washington Ave,43.104077,-89.342987,MMT,CMAD,0,,1,0.0,1,Oak,401,E Washington,602760.3187951574,737780.892308796
405,1780,1780,E Johnson & N First (WB),This stop (#1780) is westbound on the 1898 block of Johnson St (E) farside First St (N),43.094122,-89.362695,MMT,CMAD,0,,1,270.0,1,E Johnson,1898,N First,601092.8245247413,736773.6708366107
406,1784,1784,Division & Oakridge (SB),This stop (#1784) is southbound on the 600 block of Division St farside Oakridge Ave,43.090025,-89.351203,MMT,CMAD,0,,1,180.0,1,Division,600,Oakridge,601998.2165468507,736262.0152474183
407,1785,1785,Walter & Hargrove (NB),This stop (#1785) is northbound on the 301 block of Walter St nearside Hargrove St,43.091433,-89.327382,MMT,CMAD,0,,3,0.0,1,Walter,301,Hargrove,603942.0564631176,736300.6159039999
408,1786,1786,Walter & Dawes (SB),This stop (#1786) is southbound on the 98 block of Walter St nearside Dawes St,43.095847,-89.326808,MMT,CMAD,0,,3,180.0,1,Walter,98,Dawes,604018.3890067324,736787.6685552876
409,1787,1787,S Pinckney & E Main (NB),This stop (#1787) is northbound on the 99 block of Pinckney St (S) farside Main St (E),43.075033,-89.382303,MMT,CMAD,0,,1,0.0,1,S Pinckney,99,E Main,599370.7300561854,734752.7196798006
410,1790,1790,W Washington & N Fairchild (WB),This stop (#1790) is westbound on the 198 block of W Washington Ave nearside Fairchild St (N),43.073405,-89.386181,MMT,CMAD,0,,3,270.0,1,W Washington,198,N Fairchild,599044.656262131,734591.3863874234
411,1798,1798,E Johnson & N Dickinson (WB),This stop (#1798) is westbound on the 1400 block of Johnson St (E) nearside Dickinson St (N),43.09091,-89.367254,MMT,CMAD,0,,3,270.0,1,E Johnson,1400,N Dickinson,600700.8412510734,736439.8392384718
412,1809,1809,Walter & Richard (NB),This stop (#1809) is northbound on the 201 block of Walter St nearside Richard St,43.093268,-89.326626,MMT,CMAD,0,,3,0.0,1,Walter,201,Richard,604015.8014214893,736500.5454750092
413,1812,1812,E Johnson & N Third (WB),This stop (#1812) is westbound on the 2100 block of Johnson St (E) nearside Third St (N),43.097057,-89.358741,MMT,CMAD,0,,3,270.0,1,E Johnson,2100,N Third,601433.76974126,737079.7849006642
414,1813,1813,Spaight & S Dickinson (EB),This stop (#1813) is eastbound on the 1399 block of Spaight St nearside Dickinson St (S),43.08429,-89.359074,MMT,CMAD,0,,3,90.0,1,Spaight,1399,S Dickinson,601320.1958206007,735664.5493934925
415,1823,1823,E Main & S Pinckney (EB),This stop (#1823) is eastbound on the 99 block of Main St (E) nearside Pinckney St (S),43.074447,-89.38217,MMT,CMAD,0,,3,90.0,1,E Main,99,S Pinckney,599377.5419487875,734687.0243642488
416,1830,1830,Winnebago & S First (SB),This stop (#1830) is southbound on the 1904 block of Winnebago St nearside First St (S),43.090431,-89.356623,MMT,CMAD,0,,3,180.0,1,Winnebago,1904,S First,601560.8468870639,736333.9254265344
417,1831,1831,E Johnson & N Blair (EB),This stop (#1831) is eastbound on the 601 block of Johnson St (E) farside Blair St (N),43.08079,-89.381201,MMT,CMAD,0,,1,90.0,1,E Johnson,601,N Blair,599499.4339083608,735386.1236560775
418,1834,1834,E Gorham & N Paterson (WB),This stop (#1834) is westbound on the 900 block of Gorham St (E) nearside Paterson St (N),43.085229,-89.377062,MMT,CMAD,0,,3,270.0,1,E Gorham,900,N Paterson,599865.7776649854,735858.1411113621
419,1838,1838,Sherman & Sherman (WB),This stop (#1838) is westbound on the 1660 block of Sherman Ave nearside Sherman Ter,43.096918,-89.36841,MMT,CMAD,0,,3,270.0,1,Sherman,1660,Sherman,600647.7736972193,737112.349998526
420,1839,1839,E Wilson & S Franklin (EB),This stop (#1839) is eastbound on the 499 block of Wilson St (E) nearside Franklin St (S),43.075604,-89.376735,MMT,CMAD,0,,3,90.0,1,E Wilson,499,S Franklin,599826.8589481942,734788.3513456588
421,1843,1843,E Johnson & N First (EB),This stop (#1843) is eastbound on the 1901 block of Johnson St (E) farside First St (N),43.094265,-89.361707,MMT,CMAD,0,,1,90.0,1,E Johnson,1901,N First,601174.0167850675,736784.6383163445
422,1846,1846,E Washington & N Sixth (WB),This stop (#1846) is westbound on the 2398 block of E Washington Ave farside Sixth St (N),43.098298,-89.351552,MMT,CMAD,0,,1,270.0,1,E Washington,2398,N Sixth,602025.866552696,737181.8923896635
423,1848,1848,Milwaukee & Starkweather (WB),This stop (#1848) is westbound on the 2998 block of Milwaukee St farside Starkweather Path,43.099956,-89.338929,MMT,CMAD,0,,1,270.0,1,Milwaukee,2998,Starkweather,603061.9466118815,737303.4839103487
424,1849,1849,N First & E Washington (NB),This stop (#1849) is northbound on the 1 block of First St (N) farside E Washington Ave,43.092617,-89.359696,MMT,CMAD,0,,1,0.0,1,N First,1,E Washington,601326.1315492513,736591.7661616092
425,1852,1852,Commercial & Kedzie (WB),This stop (#1852) is westbound on the 2700 block of Commercial Ave nearside Kedzie St,43.106908,-89.347282,MMT,CMAD,0,,3,270.0,1,Commercial,2700,Kedzie,602430.7760680405,738116.3202269732
426,1855,1855,Milwaukee & S Bryan (EB),This stop (#1855) is eastbound on the 3201 block of Milwaukee St farside Bryan St (S),43.099667,-89.335459,MMT,CMAD,0,,1,90.0,1,Milwaukee,3201,S Bryan,603341.727502608,737254.2799661593
427,1870,1870,S Butler & E Main (SB),This stop (#1870) is southbound on the 98 block of Butler St (S) nearside Main St (E),43.075937,-89.38034,MMT,CMAD,0,,3,180.0,1,S Butler,98,E Main,599536.3227420093,734843.2608943018
428,1872,1872,M L K Junior & City-county (SB),This stop (#1872) is southbound on the 200 block of Martin Luther King Jr Blvd adjacent City-county Building,43.072813,-89.381885,MMT,CMAD,0,,2,180.0,1,M L K Junior,200,City-county,599389.56364667,734504.2679276832
429,1873,1873,N Fair Oaks & Chicago (NB),This stop (#1873) is northbound on the 201 block of Fair Oaks Ave (N) nearside Chicago Ave,43.101481,-89.330974,MMT,CMAD,0,,3,0.0,1,N Fair Oaks,201,Chicago,603718.0942170352,737433.4820695983
430,1877,1877,Aberg & N Sherman (EB),This stop (#1877) is eastbound on the 1701 block of Aberg Ave farside Sherman Ave (N),43.114124,-89.363344,MMT,CMAD,0,,1,90.0,1,Aberg,1701,N Sherman,601175.8239860237,738996.741747176
431,1878,1878,Jenifer & S Ingersoll (WB),This stop (#1878) is westbound on the 1100 block of Jenifer St nearside Ingersoll St (S),43.081482,-89.365249,MMT,CMAD,0,,3,270.0,1,Jenifer,1100,S Ingersoll,600799.6647397202,735383.567085265
432,1883,1883,E Washington & S Baldwin (EB),This stop (#1883) is eastbound on the 1301 block of E Washington Ave farside Baldwin St (S),43.087382,-89.3658,MMT,CMAD,0,,1,90.0,1,E Washington,1301,S Baldwin,600794.9614440037,736041.0810269247
433,1886,1886,Milwaukee & Walter (WB),This stop (#1886) is westbound on the 3510 block of Milwaukee St farside Walter St,43.098287,-89.326946,MMT,CMAD,0,,1,270.0,1,Milwaukee,3510,Walter,604023.6144214036,737059.1487439389
434,1887,1887,Atwood & Evergreen (EB),This stop (#1887) is eastbound on the 2299 block of Atwood Ave nearside Evergreen Ave,43.093256,-89.348643,MMT,CMAD,0,,3,90.0,1,Atwood,2299,Evergreen,602227.9505279849,736607.923494448
435,1890,1890,Walter & Hargrove (SB),This stop (#1890) is southbound on the 300 block of Walter St farside Hargrove St,43.091353,-89.327851,MMT,CMAD,0,,1,180.0,1,Walter,300,Hargrove,603903.4336100619,736294.0482878254
436,1892,1892,E Johnson & Fordem (WB),This stop (#1892) is westbound on the 1698 block of Johnson St (E) farside Fordem Ave,43.092789,-89.364524,MMT,CMAD,0,,1,270.0,1,E Johnson,1698,Fordem,600935.2703640643,736634.812822202
437,1894,1894,Atwood & Waubesa (WB),This stop (#1894) is westbound on the 2798 block of Atwood Ave farside Waubesa St,43.093996,-89.343913,MMT,CMAD,0,,1,270.0,1,Atwood,2798,Waubesa,602617.0221564227,736666.6542899576
438,1895,1895,Aberg & Loftsgordan (EB),This stop (#1895) is eastbound on the 2001 block of Aberg Ave farside Loftsgordan Ave,43.114077,-89.357811,MMT,CMAD,0,,1,90.0,1,Aberg,2001,Loftsgordan,601624.6152619633,738964.0876456511
439,1901,1901,Winnebago & S First (NB),This stop (#1901) is northbound on the 1899 block of Winnebago St farside First St (S),43.090439,-89.356277,MMT,CMAD,0,,1,0.0,1,Winnebago,1899,S First,601588.9970683797,736333.0982236549
440,1907,1907,Atwood & Oakridge (SB),This stop (#1907) is southbound on the 3301 block of Atwood Ave farside Oakridge Ave,43.091878,-89.336704,MMT,CMAD,0,,1,180.0,1,Atwood,3301,Oakridge,603188.090296519,736395.9795816976
441,1919,1919,Milwaukee & Starkweather (EB),This stop (#1919) is eastbound on the 2999 block of Milwaukee St nearside Starkweather Path,43.099741,-89.338744,MMT,CMAD,0,,3,90.0,1,Milwaukee,2999,Starkweather,603075.5155205928,737278.7089922068
442,1922,1922,N Sherman & Aberg (SB),This stop (#1922) is southbound on the 1298 block of Sherman Ave (N) farside Aberg Ave,43.113954,-89.36395,MMT,CMAD,0,,1,180.0,1,N Sherman,1298,Aberg,601125.4820462707,738980.8817554852
443,1923,1923,N Sherman & Commercial (NB),This stop (#1923) is northbound on the 599 block of Sherman Ave (N) nearside Commercial Ave,43.106675,-89.363771,MMT,CMAD,0,,3,0.0,1,N Sherman,599,Commercial,601090.6251075574,738172.1556655117
444,1927,1927,E Washington & S Livingston (EB),This stop (#1927) is eastbound on the 799 block of E Washington Ave nearside Livingston St (S),43.080805,-89.375127,MMT,CMAD,0,,3,90.0,1,E Washington,799,S Livingston,599992.831228174,735357.5426151648
445,1928,1928,Atwood & Garrison (WB),This stop (#1928) is westbound on the 3200 block of Atwood Ave nearside Garrison St,43.092855,-89.338407,MMT,CMAD,0,,3,270.0,0,Atwood,3200,Garrison,603056.3986301736,736512.8179900086
446,1935,1935,Winnebago & Riverside (NB),This stop (#1935) is northbound on the 1625 block of Winnebago St farside Riverside Dr,43.088632,-89.357687,MMT,CMAD,0,,1,0.0,1,Winnebago,1625,Riverside,601462.257276407,736139.5464625821
447,1936,1936,N Baldwin & Sherman (SB),This stop (#1936) is southbound on the 498 block of Baldwin St (N) farside Sherman Ave,43.091691,-89.372699,MMT,CMAD,0,,1,180.0,1,N Baldwin,498,Sherman,600264.0114466817,736553.5779628466
448,1938,1938,E Washington & N Marquette (WB),This stop (#1938) is westbound on the 3050 block of E Washington Ave nearside Marquette St (N),43.104488,-89.342011,MMT,CMAD,0,,3,270.0,1,E Washington,3050,N Marquette,602842.3308362457,737821.6834594137
449,1944,1944,E Johnson & North (WB),This stop (#1944) is westbound on the 2598 block of Johnson St (E) farside North St,43.103034,-89.350794,MMT,CMAD,0,,1,270.0,1,E Johnson,2598,North,602119.4573633634,737703.7509377208
450,1949,1949,E Johnson & N Sixth (EB),This stop (#1949) is eastbound on the 2399 block of Johnson St (E) nearside Sixth St (N),43.100287,-89.354069,MMT,CMAD,0,,3,90.0,1,E Johnson,2399,N Sixth,601834.9753066893,737415.1002794767
451,1959,1959,Jenifer & S Brearly (EB),This stop (#1959) is eastbound on the 1001 block of Jenifer St farside Brearly St (S),43.080193,-89.366695,MMT,CMAD,0,,1,90.0,1,Jenifer,1001,S Brearly,600673.4787120167,735247.697975902
452,1963,1963,Atwood & Winnebago (EB),This stop (#1963) is eastbound on the 2001 block of Atwood Ave farside Winnebago St,43.091952,-89.354794,MMT,CMAD,0,,1,90.0,1,Atwood,2001,Winnebago,601719.6665160124,736493.6626518716
453,1966,1966,N Hamilton & E Johnson (SB),This stop (#1966) is southbound on the 298 block of Hamilton St (N) farside Johnson St (E),43.078651,-89.384215,MMT,CMAD,0,,1,180.0,1,N Hamilton,298,E Johnson,599240.0824574677,735163.7656622257
454,1968,1968,N Sherman & Fordem (SB),This stop (#1968) is southbound on the 300 block of Sherman Ave (N) nearside Fordem Ave,43.103193,-89.364132,MMT,VMAP,0,,3,180.0,1,N Sherman,300,Fordem,601037.6932037992,737787.5100362378
455,1973,1973,Oak & Commercial (NB),This stop (#1973) is northbound on the 599 block of Oak St nearside Commercial Ave,43.106619,-89.342812,MMT,CMAD,0,,3,0.0,1,Oak,599,Commercial,602791.699256197,738062.1468826846
